Q20	Q30	M_22	M_32	M_33	EHFB	isInterpolated
44.0	56.0	0.027	-0.03858	0.07464	-1863.60791	False
44.0	60.0	0.02996	-0.04879	0.08624	-1858.606805	False
48.0	0.0	0.02276	5.441e-08	0.07893	-1898.11857	False
48.0	4.0	0.02219	-0.005112	0.07161	-1898.242355	False
48.0	8.0	0.02575	-0.01184	0.06956	-1897.465469	False
48.0	12.0	0.0219	-0.01758	0.09896	-1891.87243	False
48.0	16.0	0.02088	-0.03035	0.1167	-1884.090719	False
48.0	20.0	0.01983	-0.02658	0.105	-1876.114083	False
48.0	24.0	0.02388	-0.03642	0.1232	-1869.003479	False
48.0	28.0	0.02338	-0.03757	0.1208	-1862.853915	False
48.0	32.0	0.01656	-0.01629	0.02584	-1861.85214	False
48.0	36.0	0.0196	-0.01979	0.02845	-1863.787435	False
48.0	40.0	0.03042	-0.03359	0.04515	-1864.973431	False
48.0	44.0	0.02744	-0.02101	0.06849	-1867.014304	False
48.0	48.0	0.02945	-0.02699	0.07448	-1867.793677	False
48.0	52.0	0.02592	-0.03153	0.06817	-1866.900387	False
48.0	56.0	0.02558	-0.03687	0.07002	-1865.103788	False
48.0	60.0	0.0234	-0.0354	0.06627	-1862.503028	False
52.0	0.0	0.02109	9.464e-09	0.06353	-1897.13958	False
52.0	4.0	0.02161	-0.006905	0.06475	-1897.279096	False
52.0	8.0	0.02026	-0.008774	0.06307	-1897.234781	False
52.0	12.0	0.01972	-0.01051	0.07295	-1893.818467	False
52.0	16.0	0.02176	-0.03003	0.1158	-1886.21948	False
52.0	20.0	0.02008	-0.0234	0.09278	-1877.948072	False
52.0	24.0	0.02279	-0.03041	0.1027	-1870.730776	False
52.0	28.0	0.02301	-0.03621	0.1123	-1864.397363	False
52.0	32.0	0.01624	-0.01563	0.025	-1861.238851	False
52.0	36.0	0.01669	-0.01639	0.02441	-1863.607648	False
52.0	40.0	0.02038	-0.02061	0.02825	-1865.151551	False
52.0	44.0	0.02714	-0.02468	0.07268	-1866.212989	False
52.0	48.0	0.0246	-0.02667	0.06383	-1867.951434	False
52.0	52.0	0.02673	-0.03267	0.06937	-1867.980577	False
52.0	56.0	0.02278	-0.03132	0.06076	-1866.273516	False
52.0	60.0	0.02636	-0.04014	0.0728	-1864.635294	False
56.0	0.0	0.02335	-2.024e-08	0.05473	-1896.17842	False
56.0	4.0	0.0235	-0.004549	0.05931	-1896.409124	False
56.0	8.0	0.0251	-0.01171	0.06552	-1896.580315	False
56.0	12.0	0.01933	-0.008965	0.06056	-1894.68102	False
56.0	16.0	0.02014	-0.02132	0.08913	-1888.358742	False
56.0	20.0	0.02573	-0.01476	0.03761	-1878.392799	False
56.0	24.0	0.02088	-0.02592	0.08622	-1871.960962	False
56.0	28.0	0.02743	-0.04098	0.1065	-1865.776143	False
56.0	32.0	0.01591	-0.01523	0.02467	-1860.574141	False
56.0	36.0	0.01621	-0.01559	0.02337	-1863.110438	False
56.0	40.0	0.01685	-0.01646	0.02328	-1865.174912	False
56.0	44.0	0.02133	-0.02157	0.02843	-1866.401977	False
56.0	48.0	0.02247	-0.0245	0.05827	-1867.491547	False
56.0	52.0	0.02412	-0.02818	0.06032	-1868.916535	False
56.0	56.0	0.02623	-0.03325	0.0656	-1868.550154	False
56.0	60.0	0.02141	-0.0306	0.0569	-1866.783924	False
60.0	0.0	0.01953	-5.412e-08	0.04945	-1895.267243	False
60.0	4.0	0.01929	-0.006896	0.05442	-1895.570606	False
60.0	8.0	0.02173	-0.009651	0.05927	-1895.995872	False
60.0	12.0	0.02692	-0.0187	0.06228	-1895.273382	False
60.0	16.0	0.0215	-0.01588	0.06325	-1890.375809	False
60.0	20.0	0.02818	-0.01161	0.03498	-1879.186238	False
60.0	24.0	0.0203	-0.02717	0.06583	-1874.002903	False
60.0	28.0	0.02349	-0.03271	0.08765	-1867.771506	False
60.0	32.0	0.02454	-0.03703	0.09046	-1862.685669	False
60.0	36.0	0.01615	-0.01537	0.02308	-1862.415086	False
60.0	40.0	0.01623	-0.01552	0.0221	-1864.65876	False
60.0	44.0	0.01846	-0.01266	0.03165	-1866.406749	False
60.0	48.0	0.02365	-0.01525	0.05926	-1867.257982	False
60.0	52.0	0.02101	-0.02495	0.05285	-1868.338282	False
60.0	56.0	0.02404	-0.03003	0.05895	-1869.17868	False
60.0	60.0	0.02587	-0.03365	0.06316	-1868.128286	False
64.0	0.0	0.01528	8.476e-08	0.04471	-1894.251294	False
64.0	4.0	0.01644	-0.007373	0.0498	-1894.514263	False
64.0	8.0	0.01613	-0.003655	0.05329	-1894.886531	False
64.0	12.0	0.02797	-0.02143	0.06789	-1895.2556	False
64.0	16.0	0.02594	-0.01835	0.05248	-1892.102176	False
64.0	20.0	0.02201	-0.03066	0.094	-1884.41716	False
64.0	24.0	0.01954	-0.02526	0.07852	-1876.943921	False
64.0	28.0	0.02192	-0.02966	0.07925	-1870.343316	False
64.0	32.0	0.02814	-0.03706	0.08794	-1863.97147	False
64.0	36.0	0.01454	-0.01431	0.0227	-1861.897329	False
64.0	40.0	0.01642	-0.01548	0.02206	-1863.975693	False
64.0	44.0	0.01738	-0.008351	0.04587	-1865.958141	False
64.0	48.0	0.01699	-0.01131	0.04402	-1867.361487	False
64.0	52.0	0.02218	-0.02468	0.05676	-1867.819028	False
64.0	56.0	0.02107	-0.02628	0.05191	-1868.778234	False
64.0	60.0	0.02429	-0.03187	0.05933	-1868.80254	False
68.0	0.0	0.01562	-4.446e-08	0.04186	-1893.791775	False
68.0	4.0	0.014936431010894147	-0.0034954909447391103	0.04675673689258275	-1893.5461696181526	True
68.0	8.0	0.01614	-0.004225	0.05456	-1893.555663	False
68.0	12.0	0.02171	-0.014	0.06241	-1894.590736	False
68.0	16.0	0.02237	-0.01886	0.05325	-1893.282887	False
68.0	20.0	0.02246	-0.02515	0.07313	-1886.828797	False
68.0	24.0	0.02155	-0.02965	0.08763	-1879.159816	False
68.0	28.0	0.02082	-0.02838	0.07263	-1872.501709	False
68.0	32.0	0.02101	-0.02822	0.06838	-1865.917425	False
68.0	36.0	0.01338	-0.01412	0.02383	-1861.784239	False
68.0	40.0	0.01482	-0.01434	0.02123	-1863.49458	False
68.0	44.0	0.01722	-0.009181	0.04534	-1865.381036	False
68.0	48.0	0.01548	-0.01127	0.03976	-1867.150334	False
68.0	52.0	0.01585	-0.01378	0.03947	-1868.274455	False
68.0	56.0	0.0232	-0.02849	0.05691	-1868.541036	False
68.0	60.0	0.02132	-0.02664	0.05044	-1869.471182	False
72.0	0.0	0.01608	9.921e-10	0.04023	-1894.368015	False
72.0	4.0	0.01491	-0.003411	0.04478	-1893.605136	False
72.0	8.0	0.0152	-0.006291	0.05197	-1893.076883	False
72.0	12.0	0.01839	-0.007232	0.05672	-1893.656191	False
72.0	16.0	0.02595	-0.0221	0.05536	-1894.087329	False
72.0	20.0	0.0235	-0.01986	0.05326	-1888.915744	False
72.0	24.0	0.02347	-0.03232	0.08853	-1881.510755	False
72.0	28.0	0.01733	-0.02518	0.06705	-1874.9025	False
72.0	32.0	0.01829	-0.02634	0.06168	-1868.41135	False
72.0	36.0	0.02217	-0.03453	0.07865	-1863.474462	False
72.0	40.0	0.01329	-0.01358	0.02144	-1863.278768	False
72.0	44.0	0.01664	-0.007205	0.04381	-1864.828416	False
72.0	48.0	0.01539	-0.01239	0.03975	-1866.525512	False
72.0	52.0	0.01438	-0.01339	0.03602	-1868.014588	False
72.0	56.0	0.01538	-0.01621	0.03769	-1868.704387	False
72.0	60.0	0.02343	-0.03028	0.05645	-1868.643642	False
76.0	0.0	0.01715	3.542e-08	0.03889	-1895.178907	False
76.0	4.0	0.01475	-0.003122	0.04161	-1894.109671	False
76.0	8.0	0.01385	-0.006911	0.05022	-1892.414564	False
76.0	12.0	0.01696	-0.01015	0.05372	-1893.093445	False
76.0	16.0	0.02351	-0.01954	0.05335	-1893.942178	False
76.0	20.0	0.02527	-0.0191	0.05298	-1890.655014	False
76.0	24.0	0.02414	-0.03053	0.07634	-1883.989001	False
76.0	28.0	0.02084	-0.03233	0.08208	-1877.210468	False
76.0	32.0	0.01855	-0.02681	0.06149	-1870.655321	False
76.0	36.0	0.01814	-0.02763	0.06417	-1865.264587	False
76.0	40.0	0.01413	-0.0154	0.02456	-1863.395968	False
76.0	44.0	0.01594	-0.005667	0.03971	-1864.591019	False
76.0	48.0	0.01481	-0.01063	0.03791	-1866.050253	False
76.0	52.0	0.01464	-0.01392	0.03615	-1867.631381	False
76.0	56.0	0.01395	-0.01435	0.03367	-1868.909655	False
76.0	60.0	0.01553	-0.01739	0.03671	-1869.315789	False
80.0	0.0	0.01914	-6.725e-08	0.03755	-1896.27497	False
80.0	4.0	0.01518	-0.003217	0.03971	-1894.818719	False
80.0	8.0	0.01343	-0.005656	0.04487	-1892.330136	False
80.0	12.0	0.01624	-0.0104	0.05188	-1892.139118	False
80.0	16.0	0.01838	-0.007768	0.04546	-1892.502674	False
80.0	20.0	0.01192	-0.009116	0.04444	-1892.146137	False
80.0	24.0	0.0247	-0.02761	0.06272	-1886.464891	False
80.0	28.0	0.02356	-0.03446	0.08337	-1879.447478	False
80.0	32.0	0.01767	-0.02466	0.05771	-1872.834454	False
80.0	36.0	0.02005	-0.02942	0.07197	-1866.652932	False
80.0	40.0	0.01625	-0.01797	0.02784	-1863.849379	False
80.0	44.0	0.01375	-0.01451	0.02202	-1864.648884	False
80.0	48.0	0.01366	-0.008044	0.03557	-1865.736543	False
80.0	52.0	0.01395	-0.01268	0.03447	-1867.0642	False
80.0	56.0	0.01439	-0.01534	0.03463	-1868.396605	False
80.0	60.0	0.01411	-0.0157	0.03335	-1869.247962	False
84.0	0.0	0.02044	-8.829e-09	0.03593	-1897.476301	False
84.0	4.0	0.01654	-0.003323	0.0376	-1895.668391	False
84.0	8.0	0.01379	-0.004859	0.03973	-1892.529273	False
84.0	12.0	0.01412	-0.01002	0.04852	-1891.425916	False
84.0	16.0	0.01643	-0.01443	0.05027	-1892.051677	False
84.0	20.0	0.009957	-0.007189	0.04135	-1892.461201	False
84.0	24.0	0.0241	-0.02204	0.05288	-1888.438955	False
84.0	28.0	0.02269	-0.02988	0.06925	-1881.792737	False
84.0	32.0	0.02078	-0.02941	0.06971	-1875.087752	False
84.0	36.0	0.01772	-0.02201	0.04955	-1869.006737	False
84.0	40.0	0.01719	-0.01797	0.02692	-1864.676294	False
84.0	44.0	0.01588	-0.01716	0.02535	-1865.035427	False
84.0	48.0	0.01492	-0.007023	0.03906	-1865.726992	False
84.0	52.0	0.01234	-0.009963	0.03083	-1866.732843	False
84.0	56.0	0.01368	-0.01415	0.03284	-1867.877804	False
84.0	60.0	0.01468	-0.01671	0.03455	-1868.854886	False
88.0	0.0	0.02003	-6.259e-08	0.03426	-1898.648287	False
88.0	4.0	0.01796	-0.003224	0.03638	-1896.560457	False
88.0	8.0	0.014	-0.005245	0.03644	-1892.86568	False
88.0	12.0	0.01231	-0.008729	0.04313	-1890.981968	False
88.0	16.0	0.01545	-0.01383	0.04942	-1890.993292	False
88.0	20.0	0.0162	-0.009929	0.04159	-1891.667482	False
88.0	24.0	0.02313	-0.02042	0.04816	-1890.116917	False
88.0	28.0	0.02199	-0.0253	0.05474	-1884.133251	False
88.0	32.0	0.02251	-0.03051	0.071	-1877.418667	False
88.0	36.0	0.0188	-0.0235	0.05182	-1871.054003	False
88.0	40.0	0.016276303371268064	-0.021071499013833872	0.03431499604096544	-1866.2799589339534	True
88.0	44.0	0.01701	-0.01763	0.02519	-1865.855714	False
88.0	48.0	0.01552	-0.01634	0.02321	-1866.132147	False
88.0	52.0	0.01273	-0.008987	0.03177	-1866.775032	False
88.0	56.0	0.01183	-0.01074	0.02805	-1867.701638	False
88.0	60.0	0.01365	-0.01468	0.03133	-1868.720013	False
92.0	0.0	0.02017	2.084e-08	0.03313	-1899.810166	False
92.0	4.0	0.01863	-0.00286	0.0349	-1897.517326	False
92.0	8.0	0.01383	-0.005906	0.03393	-1893.420166	False
92.0	12.0	0.01201	-0.007398	0.03691	-1890.869737	False
92.0	16.0	0.01414	-0.01233	0.04589	-1890.203732	False
92.0	20.0	0.02009	-0.0184	0.05122	-1890.493877	False
92.0	24.0	0.01906	-0.01667	0.04267	-1890.790573	False
92.0	28.0	0.02376	-0.02492	0.05001	-1886.151235	False
92.0	32.0	0.02102	-0.02471	0.05501	-1879.898257	False
92.0	36.0	0.0205	-0.02717	0.05909	-1873.316387	False
92.0	40.0	0.01695	-0.02276	0.05351	-1867.254074	False
92.0	44.0	0.018760298480125392	-0.015448733588208974	0.044462146464798735	-1866.7051138096108	True
92.0	48.0	0.01683	-0.0172	0.0236	-1866.842628	False
92.0	52.0	0.01587	-0.009865	0.03939	-1867.048428	False
92.0	56.0	0.01137	-0.009775	0.02722	-1867.600887	False
92.0	60.0	0.01153	-0.01156	0.02655	-1868.402692	False
96.0	0.0	0.02195	-1.32e-08	0.03242	-1900.862376	False
96.0	4.0	0.01839	-0.00319	0.03269	-1898.499201	False
96.0	8.0	0.01366	-0.00631	0.03208	-1894.108736	False
96.0	12.0	0.01244	-0.006726	0.03221	-1890.976279	False
96.0	16.0	0.01335	-0.01065	0.04029	-1889.728526	False
96.0	20.0	0.01451	-0.01388	0.0432	-1889.844621	False
96.0	24.0	0.01486	-0.01298	0.03786	-1890.539981	False
96.0	28.0	0.02437	-0.02423	0.04693	-1887.54596	False
96.0	32.0	0.02313	-0.02202	0.04479	-1882.10528	False
96.0	36.0	0.02285	-0.03009	0.06854	-1875.701549	False
96.0	40.0	0.02549	-0.007396	0.06632	-1870.582969	False
96.0	44.0	0.02211	-0.007523	0.06863	-1869.540363	False
96.0	48.0	0.01843219864694401	-0.016329424155586025	0.03700663807541105	-1868.7259479330583	True
