q20	q30	Q40	EHFB	E_zpe	B2020	B2030	B3030
7600.0	52000.0	598330.3	-1897.969827	3.61	2.41891e-06	-2.01339e-07	2.36449e-08
7800.0	0.0	240234.5	-1921.07032	3.681	8.06459e-07	4.65244e-14	3.134e-08
7800.0	4000.0	253731.5	-1919.078609	3.322	9.66897e-07	1.41347e-07	1.54705e-07
7800.0	8000.0	290856.7	-1915.955445	3.126	1.19654e-06	1.44806e-08	5.49204e-08
7800.0	12000.0	418843.7	-1913.814808	3.077	3.87253e-06	-1.15119e-07	1.63717e-08
7800.0	16000.0	409165.1	-1914.416479	3.208	1.89272e-06	-6.38967e-08	1.62569e-08
7800.0	20000.0	416731.3	-1913.977842	3.257	1.43092e-06	-5.5873e-08	1.71317e-08
7800.0	24000.0	437363.5	-1912.007902	3.165	1.20525e-06	-5.45539e-08	1.75307e-08
7800.0	28000.0	469255.0	-1908.880473	3.089	1.49379e-06	-8.74934e-08	1.66675e-08
7800.0	32000.0	496658.5	-1905.298509	2.912	2.18507e-06	-1.37301e-07	1.95043e-08
7800.0	36000.0	518205.9	-1901.865118	2.957	2.83759e-06	-1.9434e-07	2.50671e-08
7800.0	40000.0	530455.1	-1899.298652	3.234	1.90465e-06	-1.8e-07	3.32614e-08
7800.0	44000.0	556521.2	-1897.933495	3.342	1.69795e-06	-1.37248e-07	2.06117e-08
7800.0	48000.0	586279.6	-1897.364875	3.409	2.04374e-06	-1.56717e-07	1.89941e-08
7800.0	52000.0	614211.8	-1897.429797	3.56	2.31214e-06	-1.84181e-07	2.06168e-08
8000.0	0.0	252198.7	-1921.092612	3.602	8.11427e-07	-2.59307e-12	3.19296e-08
8000.0	4000.0	266359.7	-1919.293059	3.302	9.63116e-07	1.33622e-07	1.38559e-07
8000.0	8000.0	303079.9	-1916.457271	3.201	1.06397e-06	1.94997e-08	5.14393e-08
8000.0	12000.0	456878.9	-1913.832002	3.215	2.4986e-06	-6.93663e-08	1.47537e-08
8000.0	16000.0	434969.1	-1914.506758	2.974	3.11964e-06	-9.8092e-08	1.53925e-08
8000.0	20000.0	435744.2	-1914.428113	3.067	1.70282e-06	-6.58039e-08	1.573e-08
8000.0	24000.0	454099.6	-1912.980892	3.048	1.5578e-06	-6.73352e-08	1.88592e-08
8000.0	28000.0	490430.3	-1910.239836	2.816	2.11226e-06	-8.80473e-08	1.93466e-08
8000.0	32000.0	520720.7	-1906.732245	2.771	2.2799e-06	-1.26717e-07	1.84207e-08
8000.0	36000.0	549929.3	-1903.08959	2.764	2.36815e-06	-1.34696e-07	1.88764e-08
8000.0	40000.0	552995.6	-1899.976739	3.058	3.07227e-06	-3.1377e-07	4.65425e-08
8000.0	44000.0	572804.7	-1898.302634	3.392	1.50378e-06	-1.24751e-07	2.03657e-08
8000.0	48000.0	603578.2	-1897.44541	3.436	1.77338e-06	-1.39411e-07	1.81911e-08
8000.0	52000.0	632693.5	-1897.138839	3.511	2.19634e-06	-1.71854e-07	1.93553e-08
8200.0	0.0	264712.7	-1921.072257	4.142	6.35264e-07	-1.62664e-13	1.4138e-08
8200.0	4000.0	279540.4	-1919.461128	3.479	7.59763e-07	6.06819e-08	5.95628e-08
8200.0	8000.0	315695.6	-1916.915394	3.54	6.70748e-07	1.87666e-09	3.33199e-08
8200.0	12000.0	354656.9	-1913.942507	3.427	8.31634e-07	-3.7609e-08	8.81453e-08
8200.0	16000.0	465612.3	-1914.654487	3.159	1.83882e-06	-6.69274e-08	1.16188e-08
8200.0	20000.0	462284.4	-1914.73236	2.89	2.61326e-06	-8.32403e-08	1.25268e-08
8200.0	24000.0	476660.6	-1913.710479	2.815	1.68106e-06	-4.53285e-08	1.30227e-08
8200.0	28000.0	513875.2	-1911.458852	3.093	1.25848e-06	-3.39539e-08	1.05531e-08
8200.0	32000.0	543991.4	-1908.209568	3.047	1.31808e-06	-6.11863e-08	1.10789e-08
8200.0	36000.0	576601.4	-1904.50483	2.807	2.09227e-06	-1.34611e-07	1.86454e-08
8200.0	40000.0	602096.3	-1901.021693	2.893	2.13284e-06	-1.43132e-07	1.79043e-08
8200.0	44000.0	589859.1	-1898.754752	3.316	1.5847e-06	-1.38575e-07	2.37992e-08
8200.0	48000.0	619580.1	-1897.693515	3.437	1.58992e-06	-1.28149e-07	1.77808e-08
8200.0	52000.0	651457.8	-1897.092864	3.499	1.90079e-06	-1.48473e-07	1.76749e-08
8400.0	0.0	277759.1	-1921.029052	3.921	6.74599e-07	-1.4633e-14	1.45926e-08
8400.0	4000.0	293002.1	-1919.596234	3.367	8.46405e-07	6.85681e-08	7.18612e-08
8400.0	8000.0	328209.4	-1917.311606	3.585	6.16989e-07	-4.89571e-09	3.47482e-08
8400.0	12000.0	365844.4	-1914.460046	3.327	9.02274e-07	3.46692e-09	9.36789e-08
8400.0	16000.0	482316.4	-1914.84204	3.343	1.45196e-06	-6.02218e-08	1.19073e-08
8400.0	20000.0	486947.1	-1915.036147	2.987	2.21939e-06	-1.02508e-07	1.65223e-08
8400.0	24000.0	502461.2	-1914.280762	2.784	2.03342e-06	-8.24423e-08	1.71635e-08
8400.0	28000.0	534373.0	-1912.4713	3.068	1.51907e-06	-7.80328e-08	1.53505e-08
8400.0	32000.0	563929.4	-1909.602388	3.45	8.78847e-07	-4.38574e-08	9.85283e-09
8400.0	36000.0	596623.0	-1905.985767	2.956	1.81189e-06	-1.23041e-07	1.76048e-08
8400.0	40000.0	630376.9	-1902.32741	2.958	1.84493e-06	-1.33308e-07	1.80728e-08
8400.0	44000.0	612899.5	-1899.32614	3.06	3.97277e-06	-4.2539e-07	5.96522e-08
8400.0	48000.0	635965.5	-1898.049263	3.355	1.53823e-06	-1.19456e-07	1.70414e-08
8400.0	52000.0	668813.6	-1897.238459	3.473	1.6498e-06	-1.29531e-07	1.65075e-08
8600.0	0.0	291221.2	-1920.980156	3.757	7.0472e-07	2.74378e-14	1.48856e-08
8600.0	4000.0	306604.1	-1919.709429	3.386	7.98527e-07	5.57793e-08	6.9482e-08
8600.0	8000.0	340449.4	-1917.637522	3.614	5.84313e-07	-1.45616e-08	3.72142e-08
8600.0	12000.0	378606.3	-1914.939862	3.349	8.40967e-07	2.07321e-08	8.97633e-08
8600.0	16000.0	492112.8	-1915.040633	3.505	1.2889e-06	-5.20155e-08	1.18823e-08
8600.0	20000.0	501808.0	-1915.339879	3.165	1.97478e-06	-1.0867e-07	1.74826e-08
8600.0	24000.0	519164.6	-1914.741882	3.006	1.90708e-06	-1.08886e-07	1.81721e-08
8600.0	28000.0	550111.3	-1913.240794	3.164	1.53784e-06	-9.73589e-08	1.70116e-08
8600.0	32000.0	580991.9	-1910.791748	3.317	1.25969e-06	-7.9185e-08	1.43988e-08
8600.0	36000.0	613703.1	-1907.422745	3.186	1.74645e-06	-1.24039e-07	1.8229e-08
8600.0	40000.0	649494.8	-1903.701069	3.044	1.76655e-06	-1.34125e-07	1.80941e-08
8600.0	44000.0	661207.0	-1900.263191	3.177	4.5163e-06	-6.09962e-07	1.01262e-07
8600.0	48000.0	654376.9	-1898.483272	3.231	1.75612e-06	-1.29246e-07	1.76397e-08
8600.0	52000.0	685411.8	-1897.517357	3.355	1.61099e-06	-1.21907e-07	1.59353e-08
8800.0	0.0	305170.0	-1920.942118	3.708	7.0541e-07	-7.13498e-14	1.505e-08
8800.0	4000.0	320104.5	-1919.809589	3.594	6.23829e-07	2.04753e-08	4.75682e-08
8800.0	8000.0	352401.6	-1917.895821	3.544	6.43803e-07	-2.62778e-08	5.10676e-08
8800.0	12000.0	392419.8	-1915.361606	3.334	8.49528e-07	4.03036e-08	9.82744e-08
8800.0	16000.0	496785.8	-1915.27068	3.623	1.24159e-06	-6.2545e-08	1.36915e-08
8800.0	20000.0	512593.1	-1915.650545	3.251	1.83805e-06	-9.92851e-08	1.72331e-08
8800.0	24000.0	531576.5	-1915.152475	3.1	1.98582e-06	-1.2199e-07	1.91047e-08
8800.0	28000.0	560965.6	-1913.815996	3.161	1.91123e-06	-1.32622e-07	2.00333e-08
8800.0	32000.0	595496.6	-1911.716238	3.343	1.3723e-06	-9.41055e-08	1.55748e-08
8800.0	36000.0	628788.2	-1908.704094	3.294	1.5134e-06	-1.09502e-07	1.71434e-08
8800.0	40000.0	665602.8	-1905.06884	3.124	1.81016e-06	-1.38904e-07	1.9188e-08
8800.0	44000.0	694436.6	-1901.45976	3.101	1.83662e-06	-1.44209e-07	1.95349e-08
8800.0	48000.0	676425.5	-1899.022283	3.149	2.29914e-06	-1.99202e-07	2.67552e-08
8800.0	52000.0	703479.6	-1897.902639	3.162	1.71486e-06	-1.19881e-07	1.54337e-08
9000.0	0.0	319277.8	-1920.9237	3.742	6.72893e-07	7.10686e-16	1.5102e-08
9000.0	4000.0	333638.5	-1919.905546	3.506	6.90675e-07	2.5243e-08	6.11195e-08
9000.0	8000.0	364034.3	-1918.097473	3.571	6.3513e-07	-4.07631e-08	5.19893e-08
9000.0	12000.0	407457.2	-1915.721665	3.235	8.91706e-07	6.29946e-08	1.2463e-07
9000.0	16000.0	495141.6	-1915.582541	3.179	1.93832e-06	-1.33882e-07	2.20598e-08
9000.0	20000.0	521970.7	-1915.991671	3.215	1.65056e-06	-8.2838e-08	1.66006e-08
9000.0	24000.0	542042.2	-1915.564884	3.075	2.04835e-06	-1.22317e-07	1.93053e-08
9000.0	28000.0	569914.3	-1914.311886	3.106	2.07503e-06	-1.39934e-07	2.03368e-08
9000.0	32000.0	607738.3	-1912.390589	3.302	1.65034e-06	-1.16896e-07	1.7339e-08
9000.0	36000.0	642598.2	-1909.750134	3.357	1.41386e-06	-1.03155e-07	1.68248e-08
9000.0	40000.0	680000.9	-1906.356375	3.191	1.57386e-06	-1.17185e-07	1.74781e-08
9000.0	44000.0	717955.0	-1902.701614	3.034	1.8492e-06	-1.46362e-07	1.99321e-08
9000.0	48000.0	700738.5	-1899.723064	3.23	2.38191e-06	-2.90405e-07	5.32696e-08
9000.0	52000.0	723264.5	-1898.381518	3.209	1.86035e-06	-1.30301e-07	1.65985e-08
9200.0	0.0	333723.4	-1920.933202	3.838	6.2375e-07	-5.78669e-16	1.50787e-08
9200.0	4000.0	347008.1	-1920.004654	3.638	5.90002e-07	5.81905e-09	6.87402e-08
9200.0	8000.0	375460.5	-1918.260316	3.57	6.56708e-07	-5.60795e-08	5.45446e-08
9200.0	12000.0	423629.6	-1916.027032	3.168	9.43925e-07	1.04379e-07	1.82441e-07
9200.0	16000.0	498455.7	-1916.019888	2.904	1.27934e-06	-7.35033e-08	3.0826e-08
9200.0	20000.0	530675.9	-1916.389579	3.011	1.98484e-06	-9.41611e-08	1.76094e-08
9200.0	24000.0	552605.8	-1916.026389	3.05	1.83209e-06	-9.94101e-08	1.76675e-08
9200.0	28000.0	579759.7	-1914.80457	3.032	2.08764e-06	-1.34259e-07	1.97338e-08
9200.0	32000.0	617355.6	-1912.922672	3.191	2.08303e-06	-1.50738e-07	2.0353e-08
9200.0	36000.0	655418.3	-1910.540135	3.212	1.61066e-06	-1.15655e-07	1.78184e-08
9200.0	40000.0	693848.7	-1907.483099	3.228	1.3814e-06	-9.85528e-08	1.62606e-08
9200.0	44000.0	733664.9	-1903.928725	3.01	1.71824e-06	-1.27664e-07	1.8043e-08
9200.0	48000.0	726045.3	-1900.592029	3.185	1.99813e-06	-3.00055e-07	8.11908e-08
9200.0	52000.0	743033.3	-1898.932928	3.339	1.73477e-06	-1.36497e-07	1.81541e-08
9400.0	0.0	348318.1	-1920.971865	3.966	5.73223e-07	5.45737e-14	1.49362e-08
9400.0	4000.0	360465.7	-1920.114196	3.679	5.70838e-07	-2.71373e-09	6.45285e-08
9400.0	8000.0	386881.9	-1918.405091	3.588	6.81973e-07	-6.61852e-08	5.27203e-08
9400.0	12000.0	440377.7	-1916.286225	3.159	9.09486e-07	1.04684e-07	2.56559e-07
9400.0	16000.0	509571.2	-1916.493459	2.873	1.21191e-06	-2.95357e-08	3.43714e-08
9400.0	20000.0	539234.1	-1916.88321	2.816	1.89273e-06	-9.20179e-08	1.88359e-08
9400.0	24000.0	564102.9	-1916.551813	2.965	1.81288e-06	-9.16333e-08	1.68203e-08
9400.0	28000.0	590661.6	-1915.344914	2.987	2.31046e-06	-1.41652e-07	2.10158e-08
9400.0	32000.0	626148.5	-1913.442717	2.982	2.42214e-06	-1.74775e-07	2.45282e-08
9400.0	36000.0	667666.0	-1911.138013	3.069	2.11231e-06	-1.49813e-07	2.04344e-08
9400.0	40000.0	707386.4	-1908.391247	3.153	1.36815e-06	-9.61499e-08	1.66625e-08
9400.0	44000.0	748758.2	-1905.091053	3.066	1.50484e-06	-1.0444e-07	1.62974e-08
9400.0	48000.0	754678.6	-1901.599452	3.055	1.97906e-06	-2.97513e-07	8.56475e-08
9400.0	52000.0	761938.4	-1899.545859	3.447	1.62917e-06	-1.44262e-07	2.0937e-08
9600.0	0.0	363093.8	-1921.039689	4.087	5.28301e-07	7.35214e-17	1.4727e-08
9600.0	4000.0	374126.2	-1920.239988	3.719	5.54623e-07	-6.33591e-09	5.97269e-08
9600.0	8000.0	398535.7	-1918.552136	3.6	6.71574e-07	-7.42604e-08	6.2877e-08
9600.0	12000.0	455715.1	-1916.504891	3.189	9.30275e-07	1.15704e-07	3.28747e-07
9600.0	16000.0	524019.8	-1916.938861	2.843	1.15085e-06	-1.64135e-08	3.60499e-08
9600.0	20000.0	551543.7	-1917.466675	2.884	1.6891e-06	-6.53521e-08	1.91254e-08
9600.0	24000.0	576495.2	-1917.154293	2.85	1.95747e-06	-1.02277e-07	1.7623e-08
9600.0	28000.0	602925.0	-1915.961569	2.965	1.79326e-06	-1.04836e-07	1.74457e-08
9600.0	32000.0	636648.7	-1914.018056	2.965	2.05404e-06	-1.35855e-07	1.94017e-08
9600.0	36000.0	679728.7	-1911.667422	2.986	2.34804e-06	-1.66493e-07	2.23205e-08
9600.0	40000.0	720875.7	-1909.087826	2.984	1.70174e-06	-1.21145e-07	1.91229e-08
9600.0	44000.0	763150.6	-1906.118293	3.103	1.29504e-06	-8.22242e-08	1.47585e-08
9600.0	48000.0	790106.5	-1902.717099	2.909	1.4344e-06	-1.32955e-07	3.25203e-08
9600.0	52000.0	781817.8	-1900.224691	3.402	1.61524e-06	-1.57616e-07	2.55971e-08
9800.0	0.0	378034.8	-1921.133993	3.896	5.70976e-07	-1.62103e-15	2.47353e-08
9800.0	4000.0	388144.1	-1920.385237	3.68	5.8386e-07	1.69377e-09	7.20317e-08
9800.0	8000.0	410730.8	-1918.717552	3.499	7.42286e-07	-7.49818e-08	6.20609e-08
9800.0	12000.0	469082.2	-1916.686614	3.283	8.24278e-07	7.48693e-08	3.1449e-07
9800.0	16000.0	540552.5	-1917.332986	2.825	1.11352e-06	-4.37635e-09	3.8419e-08
9800.0	20000.0	567601.4	-1918.080875	2.936	1.46155e-06	-3.92499e-08	1.68599e-08
9800.0	24000.0	590308.5	-1917.844637	2.805	1.77034e-06	-8.96655e-08	1.67969e-08
9800.0	28000.0	616530.1	-1916.652128	2.876	1.80934e-06	-1.06195e-07	1.75665e-08
9800.0	32000.0	649368.6	-1914.673288	2.946	1.82961e-06	-1.15894e-07	1.78542e-08
9800.0	36000.0	691966.4	-1912.232132	2.953	2.32336e-06	-1.607e-07	2.25325e-08
9800.0	40000.0	734922.2	-1909.663301	2.886	2.1043e-06	-1.53012e-07	2.20744e-08
9800.0	44000.0	777473.6	-1906.961289	3.031	1.34556e-06	-8.57637e-08	1.58724e-08
9800.0	48000.0	818698.8	-1903.846121	2.961	1.48355e-06	-9.82574e-08	1.53846e-08
9800.0	52000.0	804147.5	-1900.984679	3.248	1.72628e-06	-1.85293e-07	3.40642e-08
10000.0	0.0	393174.2	-1921.251069	4.0	5.33735e-07	-9.92732e-15	2.39491e-08
10000.0	4000.0	402612.0	-1920.549444	3.751	5.52846e-07	2.50935e-09	6.68335e-08
10000.0	8000.0	423589.4	-1918.912379	3.561	7.0638e-07	-5.70333e-08	4.93372e-08
10000.0	12000.0	480678.5	-1916.840399	3.36	5.89792e-07	-1.00683e-08	2.15197e-07
10000.0	16000.0	557934.9	-1917.663503	2.829	9.20558e-07	5.14877e-09	3.90498e-08
10000.0	20000.0	585251.7	-1918.677194	3.017	1.16997e-06	-1.97402e-08	1.34019e-08
10000.0	24000.0	606537.9	-1918.596451	2.881	1.4803e-06	-6.51451e-08	1.46639e-08
10000.0	28000.0	631518.9	-1917.417969	2.815	1.77293e-06	-1.05886e-07	1.77369e-08
10000.0	32000.0	663831.1	-1915.408357	2.919	1.84898e-06	-1.12797e-07	1.88347e-08
10000.0	36000.0	705185.0	-1912.886437	2.906	2.13228e-06	-1.41555e-07	2.1409e-08
10000.0	40000.0	749757.9	-1910.233376	2.902	2.22731e-06	-1.60287e-07	2.26567e-08
10000.0	44000.0	792860.4	-1907.642267	2.85	1.68612e-06	-1.16522e-07	2.00174e-08
10000.0	48000.0	835839.1	-1904.867112	3.058	1.28787e-06	-7.29149e-08	1.33394e-08
10000.0	52000.0	831081.1	-1901.853159	3.018	2.11486e-06	-2.60743e-07	5.32876e-08
10200.0	0.0	408496.4	-1921.387248	4.091	5.03309e-07	2.81497e-15	2.3214e-08
10200.0	4000.0	417488.8	-1920.730007	4.126	4.49159e-07	-8.26834e-09	2.17674e-08
10200.0	8000.0	437206.0	-1919.141519	3.983	5.35597e-07	-2.17451e-08	1.96218e-08
10200.0	12000.0	491666.6	-1916.981394	3.388	5.68237e-07	-5.75118e-08	1.9308e-07
10200.0	16000.0	575216.3	-1917.923995	3.029	6.43867e-07	7.0329e-09	3.60056e-08
10200.0	20000.0	603611.3	-1919.225143	3.141	9.93732e-07	-1.2319e-08	1.31594e-08
10200.0	24000.0	624090.0	-1919.36068	3.002	1.3528e-06	-5.18306e-08	1.59788e-08
10200.0	28000.0	648340.1	-1918.250751	2.833	1.5593e-06	-9.13184e-08	1.67204e-08
10200.0	32000.0	679700.2	-1916.212117	2.882	1.79454e-06	-1.10127e-07	1.91203e-08
10200.0	36000.0	719916.5	-1913.638426	2.965	1.84371e-06	-1.1619e-07	1.93713e-08
10200.0	40000.0	765416.1	-1910.87652	2.892	2.14881e-06	-1.48506e-07	2.15431e-08
10200.0	44000.0	809942.8	-1908.25188	2.813	2.03452e-06	-1.5043e-07	2.52371e-08
10200.0	48000.0	851947.5	-1905.748167	2.973	1.35594e-06	-7.22453e-08	1.39956e-08
10200.0	52000.0	865209.2	-1902.863599	2.845	2.40093e-06	-3.31716e-07	7.81169e-08
10400.0	0.0	424044.4	-1921.539857	4.165	4.79181e-07	8.47199e-16	2.25075e-08
10400.0	4000.0	432853.1	-1920.924923	4.164	4.3319e-07	-8.18184e-09	2.05813e-08
10400.0	8000.0	451681.5	-1919.403226	4.023	4.97202e-07	-1.53815e-08	1.87138e-08
10400.0	12000.0	502019.5	-1917.130341	3.324	6.14024e-07	-1.06447e-07	1.77548e-07
10400.0	16000.0	591296.3	-1918.110702	3.144	5.60194e-07	5.8761e-09	4.4293e-08
10400.0	20000.0	622069.5	-1919.703031	3.243	8.53482e-07	-7.86989e-09	1.3155e-08
10400.0	24000.0	642422.2	-1920.096582	3.112	1.16519e-06	-4.00498e-08	1.51381e-08
10400.0	28000.0	666597.1	-1919.11572	2.928	1.28629e-06	-7.22628e-08	1.54013e-08
10400.0	32000.0	697074.2	-1917.077436	2.796	1.64039e-06	-1.00957e-07	1.92578e-08
10400.0	36000.0	735897.1	-1914.472909	2.902	1.68316e-06	-1.01104e-07	1.82447e-08
10400.0	40000.0	782470.9	-1911.627533	2.903	1.95623e-06	-1.25624e-07	1.95664e-08
10400.0	44000.0	829069.1	-1908.895722	2.709	2.17914e-06	-1.58545e-07	2.74827e-08
10400.0	48000.0	871286.3	-1906.515978	2.792	1.63522e-06	-9.78365e-08	1.83912e-08
10400.0	52000.0	901849.2	-1903.969038	2.868	1.50867e-06	-1.02834e-07	2.18628e-08
10600.0	0.0	439819.6	-1921.707352	4.472	4.14665e-07	-7.27539e-16	1.28136e-08
10600.0	4000.0	448514.2	-1921.13105	4.199	4.16488e-07	-7.41774e-09	1.96639e-08
10600.0	8000.0	466835.5	-1919.689667	4.045	4.62355e-07	-1.21225e-08	1.87453e-08
10600.0	12000.0	512415.6	-1917.316834	3.26	7.01676e-07	-1.52842e-07	1.60977e-07
10600.0	16000.0	606076.9	-1918.228202	3.224	5.16674e-07	5.17889e-10	5.41006e-08
10600.0	20000.0	640554.8	-1920.093128	3.274	7.84279e-07	-7.75285e-09	1.35148e-08
10600.0	24000.0	661082.1	-1920.770723	3.212	1.02646e-06	-3.30497e-08	1.46664e-08
10600.0	28000.0	685464.9	-1919.972653	3.028	1.07517e-06	-5.46532e-08	1.40972e-08
10600.0	32000.0	715651.4	-1917.989206	2.734	1.33018e-06	-7.49328e-08	1.69414e-08
10600.0	36000.0	753200.1	-1915.375202	2.861	1.60797e-06	-9.32773e-08	1.74791e-08
10600.0	40000.0	801346.9	-1912.484417	2.899	1.75012e-06	-1.01615e-07	1.76801e-08
10600.0	44000.0	850308.1	-1909.646911	2.712	2.11337e-06	-1.43092e-07	2.58034e-08
10600.0	48000.0	894510.9	-1907.242436	2.721	1.94632e-06	-1.41415e-07	2.60495e-08
10600.0	52000.0	925601.0	-1905.009352	2.951	1.36152e-06	-6.66716e-08	1.31824e-08
10800.0	0.0	455897.5	-1921.889254	4.515	4.02809e-07	-2.97929e-16	1.23079e-08
10800.0	4000.0	464561.0	-1921.348123	4.229	4.03074e-07	-7.14302e-09	1.88174e-08
10800.0	8000.0	482711.2	-1919.993685	3.855	5.04914e-07	-1.1636e-08	3.03131e-08
10800.0	12000.0	523361.0	-1917.569501	3.279	7.23914e-07	-1.51535e-07	1.30891e-07
10800.0	16000.0	620066.8	-1918.288692	3.1	7.4497e-07	7.195e-09	8.21127e-08
10800.0	20000.0	659371.5	-1920.390712	3.224	8.40747e-07	-1.30777e-08	1.61462e-08
10800.0	24000.0	679947.9	-1921.361347	3.289	9.26818e-07	-2.86566e-08	1.43327e-08
10800.0	28000.0	704718.2	-1920.78988	3.144	1.09492e-06	-4.9728e-08	1.53836e-08
10800.0	32000.0	735203.2	-1918.924635	2.716	1.21682e-06	-5.8479e-08	1.62341e-08
10800.0	36000.0	771863.0	-1916.338948	2.802	1.56499e-06	-8.33792e-08	1.67829e-08
10800.0	40000.0	821980.2	-1913.431585	2.839	1.66961e-06	-8.82204e-08	1.71685e-08
10800.0	44000.0	872931.4	-1910.533426	2.756	1.86202e-06	-1.17188e-07	2.17508e-08
10800.0	48000.0	918835.8	-1908.007875	2.734	1.89783e-06	-1.57908e-07	3.1127e-08
10800.0	52000.0	947537.4	-1905.953656	2.929	1.36533e-06	-7.94033e-08	1.52829e-08
11000.0	0.0	472232.6	-1922.086007	4.552	3.93585e-07	-1.07772e-11	1.18019e-08
11000.0	4000.0	480893.3	-1921.576016	3.935	4.27304e-07	7.38922e-09	3.7914e-08
11000.0	8000.0	499027.3	-1920.308445	3.87	4.83851e-07	-9.44005e-09	3.02927e-08
11000.0	12000.0	535526.9	-1917.903174	3.297	7.31996e-07	-1.14833e-07	1.00015e-07
11000.0	16000.0	633456.0	-1918.30684	3.164	7.51457e-07	2.91543e-08	1.01594e-07
11000.0	20000.0	678513.4	-1920.5983	3.205	8.21252e-07	-1.67017e-08	1.62636e-08
11000.0	24000.0	699069.3	-1921.856099	3.35	8.51704e-07	-2.62975e-08	1.4215e-08
11000.0	28000.0	724408.6	-1921.546922	3.127	1.02012e-06	-3.79669e-08	1.50658e-08
11000.0	32000.0	755451.0	-1919.867662	2.707	1.32503e-06	-5.48927e-08	1.71282e-08
11000.0	36000.0	791741.5	-1917.358889	2.748	1.54692e-06	-7.47151e-08	1.59978e-08
11000.0	40000.0	843216.2	-1914.455564	2.798	1.60297e-06	-8.50539e-08	1.71515e-08
11000.0	44000.0	894682.7	-1911.535862	2.823	1.58532e-06	-9.69665e-08	1.80682e-08
11000.0	48000.0	940877.5	-1908.863288	2.808	1.85385e-06	-1.6857e-07	3.13219e-08
11000.0	52000.0	970436.7	-1906.811744	2.818	1.46508e-06	-1.17166e-07	2.64061e-08
11200.0	0.0	488845.4	-1922.300322	4.332	4.19699e-07	-8.46919e-16	1.99206e-08
11200.0	4000.0	497534.2	-1921.816273	3.907	4.48941e-07	2.14168e-09	4.8872e-08
11200.0	8000.0	515828.4	-1920.630749	3.856	4.7043e-07	-8.61188e-09	3.09205e-08
11200.0	12000.0	549563.3	-1918.307845	3.357	6.88396e-07	-6.88668e-08	7.51302e-08
11200.0	16000.0	644814.1	-1918.296432	3.364	5.7677e-07	5.10783e-08	1.2625e-07
11200.0	20000.0	698624.5	-1920.729401	3.106	8.4995e-07	-2.50263e-08	1.65712e-08
11200.0	24000.0	718194.5	-1922.24921	3.358	8.12374e-07	-2.49375e-08	1.40187e-08
11200.0	28000.0	744459.1	-1922.226651	3.136	9.38643e-07	-2.72948e-08	1.52024e-08
11200.0	32000.0	776547.8	-1920.803504	2.734	1.21835e-06	-4.29792e-08	1.65216e-08
11200.0	36000.0	812346.4	-1918.426872	2.735	1.46942e-06	-6.77731e-08	1.54128e-08
11200.0	40000.0	863555.4	-1915.545625	2.802	1.51302e-06	-8.28056e-08	1.76207e-08
11200.0	44000.0	914497.2	-1912.615128	2.855	1.47224e-06	-9.20792e-08	1.65738e-08
11200.0	48000.0	960247.4	-1909.828776	2.889	1.69113e-06	-1.47689e-07	2.5581e-08
11200.0	52000.0	993522.0	-1907.621587	2.847	1.74627e-06	-2.25121e-07	6.17169e-08
11400.0	0.0	505712.7	-1922.535113	4.41	4.15243e-07	3.14934e-18	1.93359e-08
11400.0	4000.0	514429.0	-1922.071223	3.917	4.40215e-07	5.73973e-10	4.71419e-08
11400.0	8000.0	533001.8	-1920.958791	3.836	4.5901e-07	-7.83378e-09	3.18733e-08
11400.0	12000.0	565335.3	-1918.761016	3.478	5.76767e-07	-2.87884e-08	5.60949e-08
11400.0	16000.0	733611.7	-1918.415143	2.578	1.26606e-06	-6.88193e-08	2.27371e-08
11400.0	20000.0	720609.3	-1920.804124	2.997	9.10867e-07	-4.06278e-08	1.7936e-08
11400.0	24000.0	737428.7	-1922.543422	3.365	7.80118e-07	-2.50036e-08	1.40638e-08
11400.0	28000.0	764656.5	-1922.816279	3.169	8.7008e-07	-1.97128e-08	1.53835e-08
11400.0	32000.0	797980.6	-1921.705576	2.807	1.06562e-06	-3.35926e-08	1.60502e-08
11400.0	36000.0	833174.3	-1919.52295	2.782	1.30332e-06	-6.06118e-08	1.48975e-08
11400.0	40000.0	880955.6	-1916.684361	2.8	1.44914e-06	-8.74769e-08	1.82116e-08
11400.0	44000.0	933248.7	-1913.744847	2.87	1.39819e-06	-8.8976e-08	1.5925e-08
11400.0	48000.0	978013.5	-1910.891385	2.973	1.45893e-06	-1.13939e-07	1.93654e-08
11400.0	52000.0	1016030.0	-1908.45949	2.992	2.07623e-06	-3.12612e-07	7.7991e-08
11600.0	0.0	522833.9	-1922.796618	4.361	4.14675e-07	-5.1576e-16	1.87696e-08
11600.0	4000.0	531555.9	-1922.344743	3.917	4.32952e-07	-6.64715e-10	4.60545e-08
11600.0	8000.0	550538.6	-1921.292681	3.99	3.94537e-07	-1.36001e-08	2.02626e-08
11600.0	12000.0	582112.2	-1919.240603	3.556	5.24497e-07	-1.22621e-08	4.67738e-08
11600.0	16000.0	767252.2	-1918.594531	2.826	9.55598e-07	-4.33768e-08	1.7607e-08
11600.0	20000.0	745153.6	-1920.849137	2.847	1.01104e-06	-6.41403e-08	2.12149e-08
11600.0	24000.0	757365.2	-1922.749297	3.305	7.78173e-07	-2.58533e-08	1.39244e-08
11600.0	28000.0	785058.9	-1923.305193	3.16	8.14233e-07	-1.56187e-08	1.57591e-08
