q20	q30	Q40	EHFB	E_zpe	B2020	B2030	B3030
15600.0	-0.0	911928.8	-1945.700879	4.908	2.45654e-07	-1.25394e-10	1.34771e-08
15600.0	4000.0	916619.4	-1945.094096	4.618	2.47968e-07	-6.8704e-09	3.27196e-08
15600.0	8000.0	929396.3	-1942.724725	4.497	2.58235e-07	-1.55107e-08	3.39934e-08
15600.0	12000.0	940931.2	-1938.901465	4.499	2.50089e-07	-5.97382e-09	1.31906e-08
15600.0	16000.0	947520.8	-1934.546021	4.154	2.61491e-07	-1.57874e-08	1.75433e-08
15600.0	20000.0	951708.3	-1930.452518	4.482	2.60881e-07	-1.31124e-08	1.1137e-08
15600.0	24000.0	1114600.0	-1927.190106	3.857	3.98523e-07	-5.69894e-08	3.23371e-08
15600.0	28000.0	1163338.0	-1926.939545	3.746	4.82499e-07	-8.1627e-08	3.8839e-08
15600.0	32000.0	1207891.0	-1927.136226	3.46	5.29478e-07	-6.52588e-08	2.77249e-08
15600.0	36000.0	1250529.0	-1927.583883	3.292	5.25648e-07	-4.66771e-08	2.05561e-08
15600.0	40000.0	1291033.0	-1928.12991	3.138	6.39755e-07	-4.60905e-08	1.62148e-08
15600.0	44000.0	1326774.0	-1928.255377	3.017	8.36273e-07	-5.66127e-08	1.23972e-08
15600.0	48000.0	1361373.0	-1927.552188	3.163	9.94798e-07	-9.71689e-08	1.81122e-08
15600.0	52000.0	1398660.0	-1926.423309	3.352	7.4286e-07	-7.77496e-08	1.8346e-08
15800.0	0.0	936130.0	-1947.085731	5.549	2.19097e-07	-1.42581e-12	4.69826e-09
15800.0	4000.0	940699.7	-1946.501272	5.673	2.26176e-07	-3.58243e-09	4.09656e-09
15800.0	8000.0	953583.6	-1944.203695	4.375	2.53473e-07	-1.57171e-08	3.55193e-08
15800.0	12000.0	965041.0	-1940.446426	4.508	2.46737e-07	-5.78902e-09	1.28381e-08
15800.0	16000.0	971959.7	-1936.147586	4.15	2.58927e-07	-1.59656e-08	1.76247e-08
15800.0	20000.0	976196.7	-1932.091422	4.4	2.54936e-07	-1.2709e-08	1.10875e-08
15800.0	24000.0	981403.8	-1928.297102	5.145	2.32623e-07	-7.31781e-09	4.5913e-09
15800.0	28000.0	1184454.0	-1927.326423	3.741	4.57332e-07	-7.50536e-08	3.72201e-08
15800.0	32000.0	1229958.0	-1927.445523	3.482	4.92324e-07	-5.92044e-08	2.64681e-08
15800.0	36000.0	1272796.0	-1927.831307	3.357	4.99746e-07	-4.75372e-08	2.1291e-08
15800.0	40000.0	1312962.0	-1928.384141	3.228	5.45476e-07	-4.10021e-08	1.62225e-08
15800.0	44000.0	1348985.0	-1928.587576	3.147	6.88944e-07	-4.53807e-08	1.15678e-08
15800.0	48000.0	1382152.0	-1927.926645	3.041	1.07991e-06	-9.63426e-08	1.68312e-08
15800.0	52000.0	1419862.0	-1926.770452	3.254	9.37592e-07	-1.02403e-07	2.16446e-08
16000.0	-0.0	960661.7	-1948.448378	4.911	2.39512e-07	-1.16688e-10	1.28296e-08
16000.0	4000.0	965109.7	-1947.885209	4.659	2.41737e-07	-6.37387e-09	3.01357e-08
16000.0	8000.0	978110.3	-1945.658853	4.37	2.50493e-07	-1.62689e-08	3.72084e-08
16000.0	12000.0	989544.2	-1941.966338	4.417	2.49586e-07	-7.44723e-09	1.57789e-08
16000.0	16000.0	996707.1	-1937.723889	4.126	2.55614e-07	-1.59348e-08	1.77804e-08
16000.0	20000.0	1000918.0	-1933.705605	4.324	2.60598e-07	-1.32151e-08	1.22411e-08
16000.0	24000.0	1006336.0	-1929.943297	5.142	2.30039e-07	-7.10196e-09	4.54425e-09
16000.0	28000.0	1206202.0	-1927.720631	3.691	4.48735e-07	-7.1632e-08	3.56967e-08
16000.0	32000.0	1252377.0	-1927.761741	3.505	4.60254e-07	-5.32028e-08	2.48586e-08
16000.0	36000.0	1295561.0	-1928.084098	3.416	4.93373e-07	-5.18738e-08	2.28197e-08
16000.0	40000.0	1335880.0	-1928.63865	3.362	4.89062e-07	-3.86827e-08	1.65135e-08
16000.0	44000.0	1372456.0	-1928.923997	3.274	5.88521e-07	-3.95188e-08	1.15534e-08
16000.0	48000.0	1403725.0	-1928.343981	3.041	9.06132e-07	-7.6377e-08	1.45375e-08
16000.0	52000.0	1440376.0	-1927.129543	3.196	1.20446e-06	-1.29921e-07	2.47423e-08
16200.0	-0.0	985535.2	-1949.788983	4.907	2.36578e-07	-1.10286e-10	1.27806e-08
16200.0	4000.0	989863.4	-1949.246118	4.63	2.38675e-07	-6.16974e-09	2.87385e-08
16200.0	8000.0	1002965.0	-1947.089525	4.353	2.47483e-07	-1.69197e-08	3.93781e-08
16200.0	12000.0	1014300.0	-1943.460906	4.402	2.46969e-07	-7.13575e-09	1.56218e-08
16200.0	16000.0	1021931.0	-1939.275334	4.15	2.58588e-07	-1.65653e-08	1.87783e-08
16200.0	20000.0	1025949.0	-1935.293693	4.32	2.56969e-07	-1.28741e-08	1.20333e-08
16200.0	24000.0	1031453.0	-1931.564816	4.638	2.57553e-07	-1.24451e-08	9.09598e-09
16200.0	28000.0	1035745.0	-1928.09594	4.775	2.60912e-07	-1.35621e-08	7.98355e-09
16200.0	32000.0	1275504.0	-1928.082932	3.52	4.41049e-07	-4.98304e-08	2.37445e-08
16200.0	36000.0	1318560.0	-1928.343006	3.487	4.92099e-07	-5.67173e-08	2.44221e-08
16200.0	40000.0	1359704.0	-1928.886511	3.384	4.64334e-07	-3.91286e-08	1.69603e-08
16200.0	44000.0	1396563.0	-1929.248878	3.378	5.13648e-07	-3.59444e-08	1.20086e-08
16200.0	48000.0	1427165.0	-1928.789061	3.202	7.07288e-07	-5.61792e-08	1.24957e-08
16200.0	52000.0	1461522.0	-1927.542913	2.944	1.25638e-06	-1.2953e-07	2.38698e-08
16400.0	-0.0	1010675.0	-1951.107282	4.906	2.33767e-07	-5.19109e-11	1.22628e-08
16400.0	4000.0	1014900.0	-1950.583793	4.642	2.3565e-07	-5.97475e-09	2.76601e-08
16400.0	8000.0	1028083.0	-1948.496422	4.363	2.44344e-07	-1.7218e-08	4.20506e-08
16400.0	12000.0	1039438.0	-1944.930531	4.421	2.4371e-07	-7.02718e-09	1.54473e-08
16400.0	16000.0	1047332.0	-1940.801946	4.11	2.56043e-07	-1.68082e-08	1.90471e-08
16400.0	20000.0	1051491.0	-1936.856625	4.307	2.53688e-07	-1.25541e-08	1.18711e-08
16400.0	24000.0	1056892.0	-1933.160851	4.643	2.5395e-07	-1.20168e-08	8.99485e-09
16400.0	28000.0	1061342.0	-1929.707717	4.763	2.57696e-07	-1.3275e-08	7.89285e-09
16400.0	32000.0	1298989.0	-1928.404505	3.532	4.2689e-07	-4.85999e-08	2.36477e-08
16400.0	36000.0	1341833.0	-1928.609301	3.465	4.8227e-07	-5.9095e-08	2.53207e-08
16400.0	40000.0	1384135.0	-1929.12459	3.429	4.52013e-07	-4.06484e-08	1.75553e-08
16400.0	44000.0	1421605.0	-1929.55423	3.441	4.66058e-07	-3.3334e-08	1.2396e-08
16400.0	48000.0	1452670.0	-1929.236993	3.199	5.95703e-07	-4.38412e-08	1.13409e-08
16400.0	52000.0	1485156.0	-1928.025249	2.913	9.90745e-07	-9.03527e-08	1.84009e-08
16600.0	-0.0	1036161.0	-1952.404092	5.569	2.08631e-07	-1.05072e-11	4.31276e-09
16600.0	4000.0	1040280.0	-1951.899067	5.679	2.14836e-07	-3.22607e-09	3.81489e-09
16600.0	8000.0	1053568.0	-1949.879663	4.535	2.23954e-07	-9.84843e-09	2.34092e-08
16600.0	12000.0	1064827.0	-1946.375466	4.401	2.40789e-07	-6.88168e-09	1.52763e-08
16600.0	16000.0	1073049.0	-1942.303799	4.191	2.53523e-07	-1.68766e-08	1.93001e-08
16600.0	20000.0	1077154.0	-1938.394642	4.301	2.50501e-07	-1.22831e-08	1.17148e-08
16600.0	24000.0	1082727.0	-1934.73162	4.824	2.31428e-07	-8.15221e-09	5.88047e-09
16600.0	28000.0	1087362.0	-1931.295673	4.772	2.53265e-07	-1.29244e-08	7.82588e-09
16600.0	32000.0	1322451.0	-1928.727187	3.56	4.22218e-07	-5.01737e-08	2.46118e-08
16600.0	36000.0	1365071.0	-1928.880182	3.507	4.5976e-07	-5.75355e-08	2.51743e-08
16600.0	40000.0	1408872.0	-1929.355447	3.462	4.49954e-07	-4.40629e-08	1.86563e-08
16600.0	44000.0	1447273.0	-1929.836375	3.564	4.50371e-07	-3.3257e-08	1.29342e-08
16600.0	48000.0	1479595.0	-1929.668821	3.302	5.38367e-07	-3.51667e-08	1.05132e-08
16600.0	52000.0	1511933.0	-1928.554178	2.807	7.98489e-07	-5.95092e-08	1.48148e-08
16800.0	-1e-06	1061912.0	-1953.67921	4.91	2.28308e-07	-2.72236e-11	1.1803e-08
16800.0	4000.0	1065931.0	-1953.191753	4.647	2.30354e-07	-5.82478e-09	2.46245e-08
16800.0	8000.0	1079369.0	-1951.239633	4.386	2.38334e-07	-1.88884e-08	5.06575e-08
16800.0	12000.0	1090556.0	-1947.795718	4.397	2.37973e-07	-6.75517e-09	1.51171e-08
16800.0	16000.0	1099077.0	-1943.780831	4.089	2.50607e-07	-1.72825e-08	1.98514e-08
16800.0	20000.0	1103222.0	-1939.907499	4.298	2.47346e-07	-1.20796e-08	1.15771e-08
16800.0	24000.0	1108738.0	-1936.27729	4.82	2.29441e-07	-8.31707e-09	6.05443e-09
16800.0	28000.0	1113599.0	-1932.859639	4.795	2.51077e-07	-1.27074e-08	7.73545e-09
16800.0	32000.0	1118276.0	-1929.767573	4.987	2.51484e-07	-1.22008e-08	6.53989e-09
16800.0	36000.0	1389080.0	-1929.157644	3.563	4.28521e-07	-5.36553e-08	2.47042e-08
16800.0	40000.0	1433830.0	-1929.580961	3.487	4.51211e-07	-4.80597e-08	1.99144e-08
16800.0	44000.0	1473458.0	-1930.095082	3.531	4.48661e-07	-3.44923e-08	1.36317e-08
16800.0	48000.0	1507829.0	-1930.074378	3.224	5.1832e-07	-2.87607e-08	9.87618e-09
16800.0	52000.0	1542452.0	-1929.104666	2.721	7.5584e-07	-4.09234e-08	1.34254e-08
17000.0	0.0	1088061.0	-1954.933341	4.922	2.25506e-07	9.41959e-12	1.14589e-08
17000.0	4000.0	1091969.0	-1954.462688	4.678	2.27128e-07	-5.23471e-09	2.34457e-08
17000.0	8000.0	1105498.0	-1952.576527	4.45	2.37018e-07	-2.0523e-08	5.692e-08
17000.0	12000.0	1116571.0	-1949.191855	4.396	2.35065e-07	-6.62631e-09	1.49758e-08
17000.0	16000.0	1125433.0	-1945.233732	4.059	2.48195e-07	-1.78356e-08	2.04233e-08
17000.0	20000.0	1129491.0	-1941.395457	4.3	2.44199e-07	-1.18851e-08	1.14127e-08
17000.0	24000.0	1135058.0	-1937.797769	4.722	2.27206e-07	-8.48221e-09	6.22775e-09
17000.0	28000.0	1140089.0	-1934.400322	4.754	2.47215e-07	-1.23612e-08	7.65253e-09
17000.0	32000.0	1144854.0	-1931.311167	5.023	2.48763e-07	-1.21219e-08	6.50174e-09
17000.0	36000.0	1413481.0	-1929.436306	3.596	4.12657e-07	-5.16568e-08	2.39472e-08
17000.0	40000.0	1458824.0	-1929.803772	3.581	4.434e-07	-5.06948e-08	2.12035e-08
17000.0	44000.0	1500469.0	-1930.334	3.438	4.49578e-07	-3.55092e-08	1.42819e-08
17000.0	48000.0	1537228.0	-1930.448703	3.219	5.07889e-07	-2.30033e-08	9.84597e-09
17000.0	52000.0	1575246.0	-1929.660463	2.681	7.13465e-07	-2.89509e-08	1.28292e-08
17200.0	-1e-06	1114454.0	-1956.166957	4.916	2.2315e-07	-2.42448e-11	1.12304e-08
17200.0	4000.0	1118287.0	-1955.712508	4.689	2.25017e-07	-5.3481e-09	2.22854e-08
17200.0	8000.0	1131911.0	-1953.890714	4.367	2.32795e-07	-2.16854e-08	6.60943e-08
17200.0	12000.0	1142905.0	-1950.564141	4.395	2.32047e-07	-6.51349e-09	1.48854e-08
17200.0	16000.0	1152271.0	-1946.663126	4.161	2.45898e-07	-1.79986e-08	2.10392e-08
17200.0	20000.0	1156234.0	-1942.85935	4.29	2.4152e-07	-1.16829e-08	1.12859e-08
17200.0	24000.0	1161700.0	-1939.293658	4.671	2.25328e-07	-8.69863e-09	6.42776e-09
17200.0	28000.0	1166915.0	-1935.917726	4.751	2.4356e-07	-1.19614e-08	7.55756e-09
17200.0	32000.0	1171820.0	-1932.832592	4.869	2.45e-07	-1.18828e-08	6.41202e-09
17200.0	36000.0	998217.0	-1929.828367	5.522	2.50118e-07	-1.53482e-08	6.41899e-09
17200.0	40000.0	1484047.0	-1930.028048	3.55	4.32525e-07	-5.20576e-08	2.21594e-08
17200.0	44000.0	1527780.0	-1930.557362	3.366	4.57371e-07	-3.67531e-08	1.51021e-08
17200.0	48000.0	1568241.0	-1930.796524	3.063	5.41458e-07	-1.77793e-08	1.05489e-08
17200.0	52000.0	1609283.0	-1930.209216	2.681	6.38501e-07	-2.1201e-08	1.22593e-08
17400.0	-0.0	1141191.0	-1957.380166	4.93	2.20625e-07	-3.77276e-11	1.08103e-08
17400.0	4000.0	1144930.0	-1956.941045	4.695	2.22289e-07	-4.90527e-09	2.09937e-08
17400.0	8000.0	1158667.0	-1955.182494	4.352	2.30095e-07	-2.38055e-08	8.03698e-08
17400.0	12000.0	1169538.0	-1951.912978	4.389	2.29798e-07	-6.37661e-09	1.46975e-08
17400.0	16000.0	1179221.0	-1948.069042	4.035	2.42517e-07	-1.86229e-08	2.21129e-08
17400.0	20000.0	1183143.0	-1944.299273	4.31	2.38251e-07	-1.13227e-08	1.11259e-08
17400.0	24000.0	1188742.0	-1940.765321	4.678	2.23009e-07	-8.89034e-09	6.65856e-09
17400.0	28000.0	1194052.0	-1937.412086	4.747	2.41047e-07	-1.1755e-08	7.42405e-09
17400.0	32000.0	1199056.0	-1934.332087	4.857	2.41625e-07	-1.15251e-08	6.30371e-09
17400.0	36000.0	1204896.0	-1931.577898	4.978	2.41519e-07	-1.12372e-08	5.55374e-09
17400.0	40000.0	1029972.0	-1930.377374	5.484	2.53171e-07	-1.60881e-08	6.09477e-09
17400.0	44000.0	1555875.0	-1930.770308	3.325	4.52694e-07	-3.60902e-08	1.5881e-08
17400.0	48000.0	1600205.0	-1931.119061	3.01	5.79535e-07	-1.38852e-08	1.16458e-08
17400.0	52000.0	1643448.0	-1930.743354	2.793	5.91702e-07	-1.69587e-08	1.20233e-08
17600.0	-0.0	1168130.0	-1958.572667	4.939	2.18222e-07	-7.43804e-11	1.06508e-08
17600.0	4000.0	1171789.0	-1958.148212	4.694	2.19692e-07	-4.51657e-09	2.03072e-08
17600.0	8000.0	1185629.0	-1956.452542	4.361	2.24851e-07	-2.10093e-08	1.0244e-07
17600.0	12000.0	1196545.0	-1953.239054	4.384	2.27407e-07	-6.32707e-09	1.4594e-08
17600.0	16000.0	1206540.0	-1949.451532	4.056	2.40575e-07	-1.94415e-08	2.33737e-08
17600.0	20000.0	1210459.0	-1945.715863	4.284	2.35328e-07	-1.10746e-08	1.09167e-08
17600.0	24000.0	1215943.0	-1942.213038	4.584	2.21261e-07	-9.1165e-09	6.83657e-09
17600.0	28000.0	1221521.0	-1938.883212	4.928	2.3856e-07	-1.14302e-08	7.33771e-09
17600.0	32000.0	1226623.0	-1935.810499	4.851	2.39025e-07	-1.1409e-08	6.27044e-09
17600.0	36000.0	1232426.0	-1933.053395	5.024	2.38764e-07	-1.09841e-08	5.50796e-09
17600.0	40000.0	1055192.0	-1931.501168	5.553	2.4878e-07	-1.55005e-08	5.98001e-09
17600.0	44000.0	1064797.0	-1931.022799	5.539	2.56878e-07	-1.70476e-08	5.94908e-09
17600.0	48000.0	1633237.0	-1931.42531	2.908	6.01122e-07	-1.25006e-08	1.25081e-08
17600.0	52000.0	1675958.0	-1931.248944	2.831	5.47995e-07	-1.80768e-08	1.13234e-08
17800.0	0.0	1195465.0	-1959.745933	4.946	2.15815e-07	9.78631e-12	1.03854e-08
17800.0	4000.0	1199047.0	-1959.335644	4.678	2.17305e-07	-4.41742e-09	1.90519e-08
17800.0	8000.0	1213030.0	-1957.70127	4.486	2.24447e-07	-2.42479e-08	1.34639e-07
17800.0	12000.0	1223760.0	-1954.542216	4.391	2.24548e-07	-6.40021e-09	1.44732e-08
17800.0	16000.0	1234123.0	-1950.811396	4.019	2.38998e-07	-2.0594e-08	2.48599e-08
17800.0	20000.0	1238016.0	-1947.109098	4.288	2.32449e-07	-1.0911e-08	1.07692e-08
17800.0	24000.0	1243489.0	-1943.63698	4.551	2.19327e-07	-9.31334e-09	7.01288e-09
17800.0	28000.0	1249342.0	-1940.332613	4.784	2.34621e-07	-1.09665e-08	7.17147e-09
17800.0	32000.0	1254292.0	-1937.266542	4.963	2.37117e-07	-1.11843e-08	6.21184e-09
17800.0	36000.0	1260304.0	-1934.507964	4.957	2.3641e-07	-1.08702e-08	5.42129e-09
17800.0	40000.0	1080752.0	-1932.613263	5.505	2.45402e-07	-1.50119e-08	5.78611e-09
17800.0	44000.0	1089926.0	-1932.109556	5.534	2.52366e-07	-1.64e-08	5.81637e-09
17800.0	48000.0	1102089.0	-1931.723584	5.489	2.60343e-07	-1.7864e-08	5.82613e-09
17800.0	52000.0	1116811.0	-1931.411905	5.56	2.69289e-07	-1.93659e-08	5.87682e-09
18000.0	-0.0	1223138.0	-1960.900224	4.952	2.13555e-07	-2.95609e-11	1.02945e-08
18000.0	4000.0	1226635.0	-1960.503416	4.723	2.14794e-07	-4.07328e-09	1.85374e-08
18000.0	8000.0	1240640.0	-1958.92877	5.129	2.16367e-07	-3.25908e-09	1.21008e-08
18000.0	12000.0	1251387.0	-1955.823634	4.431	2.22069e-07	-6.37919e-09	1.43987e-08
18000.0	16000.0	1262084.0	-1952.149099	4.01	2.37015e-07	-2.18243e-08	2.69801e-08
18000.0	20000.0	1265938.0	-1948.479882	4.308	2.29554e-07	-1.07284e-08	1.07363e-08
18000.0	24000.0	1271444.0	-1945.038151	4.466	2.31455e-07	-1.09041e-08	8.87895e-09
18000.0	28000.0	1277457.0	-1941.758544	4.736	2.31441e-07	-1.06574e-08	7.05241e-09
18000.0	32000.0	1282391.0	-1938.703311	4.878	2.33427e-07	-1.09364e-08	6.14437e-09
18000.0	36000.0	1288444.0	-1935.942116	4.948	2.33525e-07	-1.06578e-08	5.37001e-09
18000.0	40000.0	1106771.0	-1933.714888	5.526	2.41396e-07	-1.45148e-08	5.68399e-09
18000.0	44000.0	1115401.0	-1933.185002	5.488	2.48563e-07	-1.59313e-08	5.66278e-09
18000.0	48000.0	1127163.0	-1932.778398	5.481	2.5619e-07	-1.72946e-08	5.66753e-09
18000.0	52000.0	1141523.0	-1932.451325	5.499	2.64463e-07	-1.87327e-08	5.71405e-09
18200.0	0.0	1251115.0	-1962.034956	4.937	2.10986e-07	1.44007e-13	9.93621e-09
18200.0	4000.0	1254471.0	-1961.651152	4.719	2.12577e-07	-4.08434e-09	1.75453e-08
18200.0	8000.0	1268292.0	-1960.135445	5.123	2.14583e-07	-3.97872e-09	1.2368e-08
18200.0	12000.0	1279220.0	-1957.083144	4.389	2.19674e-07	-6.31716e-09	1.42472e-08
18200.0	16000.0	1290274.0	-1953.464657	3.998	2.35056e-07	-2.33023e-08	2.98572e-08
18200.0	20000.0	1294106.0	-1949.82814	4.3	2.27265e-07	-1.06008e-08	1.06259e-08
18200.0	24000.0	1299583.0	-1946.41633	4.422	2.28542e-07	-1.07063e-08	8.77963e-09
18200.0	28000.0	1305472.0	-1943.162879	4.738	2.28335e-07	-1.03453e-08	6.93607e-09
18200.0	32000.0	1310831.0	-1940.118195	4.88	2.30531e-07	-1.07506e-08	6.07587e-09
18200.0	36000.0	1316912.0	-1937.357374	4.949	2.30121e-07	-1.04122e-08	5.31282e-09
18200.0	40000.0	1133147.0	-1934.804448	5.538	2.38681e-07	-1.4262e-08	5.57234e-09
18200.0	44000.0	1141298.0	-1934.248983	5.496	2.44383e-07	-1.53101e-08	5.52898e-09
18200.0	48000.0	1152654.0	-1933.82094	5.491	2.51837e-07	-1.67198e-08	5.55861e-09
18200.0	52000.0	1166669.0	-1933.477578	5.508	2.59808e-07	-1.81252e-08	5.60512e-09
18400.0	0.0	1279336.0	-1963.151895	4.943	2.09021e-07	2.09329e-12	9.64232e-09
18400.0	4000.0	1282681.0	-1962.780443	4.712	2.10402e-07	-4.08493e-09	1.67429e-08
18400.0	8000.0	1296341.0	-1961.321793	5.099	2.12467e-07	-3.09536e-09	1.22526e-08
18400.0	12000.0	1307398.0	-1958.321367	4.383	2.17333e-07	-6.1301e-09	1.4146e-08
18400.0	16000.0	1318798.0	-1954.758817	3.97	2.34068e-07	-2.55498e-08	3.35767e-08
18400.0	20000.0	1322681.0	-1951.154992	4.271	2.24778e-07	-1.04185e-08	1.04622e-08
18400.0	24000.0	1328155.0	-1947.772571	4.41	2.25774e-07	-1.04367e-08	8.66209e-09
18400.0	28000.0	1334130.0	-1944.546198	4.805	2.25626e-07	-9.99355e-09	6.84849e-09
18400.0	32000.0	1339511.0	-1941.512823	4.83	2.27968e-07	-1.05448e-08	5.98804e-09
18400.0	36000.0	1345591.0	-1938.752373	4.934	2.28022e-07	-1.02425e-08	5.25152e-09
18400.0	40000.0	1352667.0	-1936.275745	5.166	2.29398e-07	-1.02367e-08	4.73854e-09
18400.0	44000.0	1167591.0	-1935.302784	5.505	2.40879e-07	-1.48882e-08	5.38433e-09
18400.0	48000.0	1178435.0	-1934.852932	5.492	2.48026e-07	-1.6228e-08	5.40186e-09
18400.0	52000.0	1192045.0	-1934.492355	5.51	2.55551e-07	-1.75638e-08	5.44128e-09
18600.0	-0.0	1307972.0	-1964.250312	4.958	2.06635e-07	1.12931e-11	9.38346e-09
18600.0	4000.0	1311138.0	-1963.890524	4.706	2.08114e-07	-3.81693e-09	1.60117e-08
18600.0	8000.0	1324629.0	-1962.48699	5.132	2.0932e-07	-3.22742e-09	1.17018e-08
18600.0	12000.0	1335872.0	-1959.538694	4.398	2.15121e-07	-6.0439e-09	1.40489e-08
18600.0	16000.0	1347638.0	-1956.03203	3.928	2.30328e-07	-2.71007e-08	3.98393e-08
18600.0	20000.0	1351483.0	-1952.460273	4.265	2.22584e-07	-1.03563e-08	1.03959e-08
18600.0	24000.0	1356963.0	-1949.106289	4.414	2.22869e-07	-1.04598e-08	8.64782e-09
18600.0	28000.0	1363157.0	-1945.907643	4.721	2.22868e-07	-9.70055e-09	6.67788e-09
18600.0	32000.0	1368484.0	-1942.887327	4.868	2.25115e-07	-1.02831e-08	5.94856e-09
18600.0	36000.0	1374500.0	-1940.128433	4.925	2.25762e-07	-1.01295e-08	5.19359e-09
18600.0	40000.0	1381748.0	-1937.647168	5.034	2.25463e-07	-9.92856e-09	4.68647e-09
18600.0	44000.0	1194265.0	-1936.345423	5.515	2.36962e-07	-1.43105e-08	5.2582e-09
18600.0	48000.0	1204681.0	-1935.87334	5.5	2.4388e-07	-1.56655e-08	5.29301e-09
18600.0	52000.0	1217934.0	-1935.495576	5.514	2.51151e-07	-1.69607e-08	5.32297e-09
18800.0	-0.0	1336800.0	-1965.331248	4.943	2.04703e-07	-1.13581e-10	9.22704e-09
18800.0	4000.0	1340002.0	-1964.98319	4.706	2.05881e-07	-3.50407e-09	1.5228e-08
18800.0	8000.0	1353316.0	-1963.633045	5.136	2.07205e-07	-3.14223e-09	1.15651e-08
18800.0	12000.0	1364713.0	-1960.736509	4.399	2.128e-07	-6.11065e-09	1.39772e-08
18800.0	16000.0	1376948.0	-1957.284971	3.914	2.2823e-07	-3.05227e-08	5.03251e-08
18800.0	20000.0	1380651.0	-1953.744706	4.301	2.19496e-07	-1.00505e-08	1.02915e-08
18800.0	24000.0	1385958.0	-1950.4196	4.392	2.20893e-07	-1.00558e-08	8.48852e-09
18800.0	28000.0	1392327.0	-1947.247752	4.785	2.20402e-07	-9.43694e-09	6.6224e-09
18800.0	32000.0	1397828.0	-1944.241373	4.865	2.22654e-07	-1.01313e-08	5.91492e-09
18800.0	36000.0	1403788.0	-1941.486517	4.922	2.23079e-07	-9.95298e-09	5.14965e-09
18800.0	40000.0	1411017.0	-1938.999956	5.093	2.2305e-07	-9.72364e-09	4.64149e-09
18800.0	44000.0	1221315.0	-1937.378268	5.525	2.33488e-07	-1.38474e-08	5.13291e-09
18800.0	48000.0	1231354.0	-1936.884665	5.499	2.40293e-07	-1.51945e-08	5.14886e-09
18800.0	52000.0	1244078.0	-1936.488055	5.512	2.47198e-07	-1.64402e-08	5.17795e-09
19000.0	-0.0	1365988.0	-1966.394562	4.943	2.02501e-07	5.8838e-12	9.00336e-09
19000.0	4000.0	1369107.0	-1966.057215	4.721	2.03341e-07	-2.98403e-09	1.48356e-08
19000.0	8000.0	1382301.0	-1964.759232	5.135	2.05122e-07	-3.24644e-09	1.15121e-08
19000.0	12000.0	1393792.0	-1961.913889	4.399	2.1056e-07	-6.09315e-09	1.39255e-08
19000.0	16000.0	1406347.0	-1958.517736	3.917	2.25104e-07	-3.44406e-08	6.91736e-08
19000.0	20000.0	1410072.0	-1955.008707	4.434	2.18401e-07	-1.01375e-08	1.02532e-08
19000.0	24000.0	1415351.0	-1951.711738	4.389	2.18334e-07	-9.85723e-09	8.38065e-09
19000.0	28000.0	1421575.0	-1948.566117	4.738	2.17718e-07	-9.3099e-09	6.52878e-09
19000.0	32000.0	1427445.0	-1945.576575	4.813	2.20291e-07	-9.96522e-09	5.84206e-09
19000.0	36000.0	1433424.0	-1942.824898	4.915	2.20565e-07	-9.76584e-09	5.09135e-09
19000.0	40000.0	1440486.0	-1940.335642	5.018	2.20715e-07	-9.6166e-09	4.5889e-09
19000.0	44000.0	1248832.0	-1938.400919	5.539	2.30542e-07	-1.35438e-08	5.00192e-09
19000.0	48000.0	1258345.0	-1937.884641	5.511	2.3642e-07	-1.46812e-08	5.0566e-09
19000.0	52000.0	1270706.0	-1937.469901	5.517	2.43142e-07	-1.59038e-08	5.07287e-09
19200.0	-0.0	1395421.0	-1967.44086	4.945	2.00605e-07	-3.52708e-11	8.78393e-09
19200.0	4000.0	1398496.0	-1967.114387	4.74	2.01578e-07	-3.10635e-09	1.41449e-08
19200.0	8000.0	1411575.0	-1965.866618	5.146	2.03436e-07	-3.81882e-09	1.13258e-08
19200.0	12000.0	1423230.0	-1963.072128	4.38	2.08293e-07	-6.07525e-09	1.38193e-08
19200.0	16000.0	1436122.0	-1959.730733	4.04	2.11347e-07	-1.18505e-08	2.7251e-08
19200.0	20000.0	1439805.0	-1956.252636	4.259	2.15043e-07	-9.9219e-09	1.01375e-08
19200.0	24000.0	1445152.0	-1952.983403	4.389	2.15968e-07	-9.68264e-09	8.25433e-09
19200.0	28000.0	1451413.0	-1949.865563	4.669	2.15822e-07	-9.13397e-09	6.44979e-09
19200.0	32000.0	1457379.0	-1946.891771	4.811	2.17588e-07	-9.6777e-09	5.74736e-09
19200.0	36000.0	1463180.0	-1944.1439	4.9	2.18526e-07	-9.61211e-09	5.04902e-09
19200.0	40000.0	1470417.0	-1941.653746	5.003	2.18721e-07	-9.43874e-09	4.52138e-09
19200.0	44000.0	1276693.0	-1939.414151	5.555	2.26938e-07	-1.30527e-08	4.90105e-09
19200.0	48000.0	1285759.0	-1938.875145	5.521	2.33062e-07	-1.42874e-08	4.9231e-09
19200.0	52000.0	1297767.0	-1938.442381	5.508	2.39489e-07	-1.54101e-08	4.94435e-09
19400.0	-0.0	1425293.0	-1968.470866	4.952	1.98356e-07	1.09815e-11	8.59109e-09
19400.0	4000.0	1428187.0	-1968.154182	4.744	1.9968e-07	-3.19544e-09	1.35487e-08
19400.0	8000.0	1441076.0	-1966.954225	5.135	2.00693e-07	-2.85667e-09	1.12329e-08
