q20	q30	M_22	M_32	M_33	EHFB	isInterpolated
128.0	20.0	0.02936	-0.01643	0.02818	-1898.589505	False
128.0	24.0	-0.017016508729767565	0.06689528216740115	-0.09618232118624981	-1896.4803610792014	True
128.0	28.0	-0.4854582754162937	0.7598153932814213	-1.1117798901804363	-1896.5565378126498	True
128.0	32.0	0.03762	-0.02795	0.05998	-1897.837872	False
132.0	0.0	0.1392	-1.308e-07	0.02278	-1918.21733	False
132.0	4.0	0.05287	-0.01639	0.03104	-1913.975091	False
132.0	8.0	0.03303	-0.01052	0.02439	-1910.454958	False
132.0	12.0	0.03546	-0.01454	0.02498	-1907.879725	False
132.0	16.0	0.03244	-0.01821	0.03252	-1903.479607	False
132.0	20.0	0.02887	-0.01537	0.0254	-1899.46087	False
132.0	24.0	0.06661	-0.03821	0.04401	-1896.401864	False
132.0	28.0	-0.5678305998386683	0.8966212035566343	-1.325528517355572	-1895.8866136306665	True
132.0	32.0	0.05705	-0.0469	0.08524	-1896.43386	False
136.0	0.0	0.1393	-1.13e-07	0.02144	-1918.873514	False
136.0	4.0	0.05272	-0.0171	0.03108	-1914.425761	False
136.0	8.0	0.03199	-0.008984	0.02298	-1910.846966	False
136.0	12.0	0.1145	-0.03831	0.04342	-1908.563274	False
136.0	16.0	0.03167	-0.01694	0.02899	-1904.585073	False
136.0	20.0	0.03179	-0.01714	0.02698	-1900.355668	False
136.0	24.0	0.05547	-0.02917	0.03606	-1896.850791	False
136.0	28.0	-0.36819472170742884	0.6028799156732774	-0.8980063561327754	-1895.3821047515153	True
136.0	32.0	0.05623	-0.04842	0.07959	-1895.262861	False
140.0	0.0	0.1299	4.802e-08	0.02044	-1919.383236	False
140.0	4.0	0.07773	-0.02577	0.03474	-1914.883274	False
140.0	8.0	0.03004	-0.007829	0.02243	-1910.969795	False
140.0	12.0	0.04212	-0.01412	0.02345	-1909.691491	False
140.0	16.0	0.112	-0.04558	0.04664	-1905.652077	False
140.0	20.0	0.07451	-0.03536	0.03597	-1901.188601	False
140.0	24.0	0.03511	-0.01838	0.03027	-1897.557692	False
140.0	28.0	0.07187	-0.04223	0.04553	-1895.118159	False
140.0	32.0	0.04772	-0.03933	0.06023	-1894.477069	False
144.0	0.0	0.1158	1.768e-08	0.01967	-1919.748333	False
144.0	4.0	0.07774	-0.02291	0.03074	-1915.391745	False
144.0	8.0	0.02544	-0.004713	0.01962	-1911.908552	False
144.0	12.0	0.02862	-0.008177	0.02108	-1910.84623	False
144.0	16.0	0.1049	-0.0437	0.04343	-1907.014086	False
144.0	20.0	0.07063	-0.0349	0.03668	-1902.379843	False
144.0	24.0	0.03833	-0.02014	0.02999	-1898.482867	False
144.0	28.0	0.07163	-0.04013	0.04182	-1895.457963	False
144.0	32.0	0.24761751169673119	-0.32032830341755414	0.4668622491924168	-1894.0906305222604	True
148.0	0.0	0.09923	-3.733e-08	0.01905	-1919.984219	False
148.0	4.0	0.05546	-0.01386	0.02468	-1915.90651	False
