Q20	Q30	Q40	EHFB	E0	M_22	M_32	M_33	M_42	M_43	M_44
228.0	36.0	112.0	-2112.201	2.582	0.047	0.004	0.016	-0.015	-0.008	0.01
228.0	36.0	120.0	-2114.708	2.49	0.046	0.007	0.019	-0.015	-0.009	0.01
228.0	36.0	128.0	-2117.27	2.817	0.052	0.011	0.02	-0.018	-0.01	0.01
228.0	36.0	136.0	-2118.924	2.894	0.056	0.014	0.02	-0.019	-0.011	0.01
228.0	36.0	144.0	-2119.07	2.518	0.055	0.014	0.021	-0.019	-0.011	0.011
228.0	36.0	152.0	-2116.958	2.283	0.053	0.012	0.018	-0.018	-0.01	0.013
228.0	36.0	160.0	-2112.921	1.545	0.046	0.005	0.018	-0.021	-0.008	0.013
228.0	36.0	168.0	-2098.827	3.24	0.107	-0.011	0.036	-0.063	-0.002	0.042
228.0	36.0	176.0	-2093.19	3.71	0.048	0.003	0.003	-0.024	-0.001	0.012
228.0	36.0	184.0	-2093.259	3.747	0.041	0.002	0.004	-0.019	-0.001	0.01
228.0	36.0	192.0	-2093.28	3.77	0.052	0.013	0.008	-0.02	-0.004	0.008
228.0	36.0	200.0	-2093.29	3.777	0.065	0.018	0.01	-0.024	-0.006	0.009
232.0	36.0	0.0	-2093.186	1.456	0.043	0.034	0.081	-0.068	-0.104	0.197
232.0	36.0	8.0	-2100.972	1.372	0.043	0.035	0.147	-0.073	-0.168	0.302
232.0	36.0	16.0	-2098.407	1.814	0.063	0.026	0.053	-0.098	-0.072	0.218
232.0	36.0	24.0	-2108.951	1.9	0.053	-0.007	0.099	-0.065	-0.085	0.203
232.0	36.0	32.0	-2118.189	1.816	0.065	-0.029	0.095	-0.02	-0.07	0.11
232.0	36.0	40.0	-2125.743	2.045	0.05	0.01	0.052	-0.074	-0.044	0.147
232.0	36.0	48.0	-2128.9327	1.9689	0.061	0.001	0.139	-0.045	-0.161	0.242
232.0	36.0	56.0	-2131.625	1.898	0.051	0.021	0.053	-0.065	-0.063	0.134
232.0	36.0	64.0	-2132.042	2.068	0.044	0.027	0.045	-0.069	-0.065	0.141
232.0	36.0	72.0	-2130.8402	1.8298	0.041	0.01	0.034	-0.041	-0.037	0.077
232.0	36.0	80.0	-2125.766	1.869	0.038	0.008	0.03	-0.039	-0.028	0.066
232.0	36.0	88.0	-2123.008	1.973	0.046	0.011	0.03	-0.047	-0.028	0.072
232.0	36.0	96.0	-2118.986	1.855	0.07	0.027	0.038	-0.069	-0.042	0.085
232.0	36.0	104.0	-2110.597	2.558	0.039	0.006	0.016	-0.024	-0.01	0.017
232.0	36.0	112.0	-2112.781	2.579	0.038	0.002	0.015	-0.013	-0.006	0.01
232.0	36.0	120.0	-2115.231	2.756	0.049	0.005	0.015	-0.015	-0.007	0.009
232.0	36.0	128.0	-2117.524	2.569	0.059	0.009	0.018	-0.018	-0.009	0.01
232.0	36.0	136.0	-2119.379	2.701	0.068	0.013	0.02	-0.021	-0.011	0.01
232.0	36.0	144.0	-2120.265	2.676	0.07	0.015	0.021	-0.021	-0.011	0.01
232.0	36.0	152.0	-2119.777	2.521	0.065	0.014	0.02	-0.02	-0.011	0.011
232.0	36.0	160.0	-2117.648	2.583	0.057	0.012	0.017	-0.017	-0.01	0.011
232.0	36.0	168.0	-2113.62	0.993	0.05	0.008	0.039	-0.023	-0.016	0.016
232.0	36.0	176.0	-2109.198	0.948	0.042	0.0	0.004	-0.017	0.0	0.008
232.0	36.0	184.0	-2094.019	3.742	0.063	0.003	0.003	-0.03	-0.001	0.015
232.0	36.0	192.0	-2094.061	3.793	0.038	0.002	0.004	-0.018	-0.001	0.009
232.0	36.0	200.0	-2103.156	1.038	0.078	0.004	0.033	-0.044	-0.011	0.029
236.0	36.0	0.0	-2094.649	1.513	0.035	0.026	0.067	-0.058	-0.087	0.165
236.0	36.0	8.0	-2102.44	1.413	0.042	0.037	0.124	-0.071	-0.148	0.274
236.0	36.0	16.0	-2097.798	1.859	0.06	0.028	0.049	-0.086	-0.067	0.181
236.0	36.0	24.0	-2109.149	1.817	0.053	0.0	0.09	-0.072	-0.087	0.218
236.0	36.0	32.0	-2118.647	1.785	0.092	-0.058	0.094	-0.03	-0.027	0.069
236.0	36.0	40.0	-2125.39	2.008	0.07	0.002	0.089	-0.108	-0.044	0.202
236.0	36.0	48.0	-2127.732	1.941	0.054	0.013	0.05	-0.067	-0.058	0.142
236.0	36.0	56.0	-2130.973	1.952	0.049	0.018	0.045	-0.061	-0.054	0.125
236.0	36.0	64.0	-2131.948	2.105	0.046	0.028	0.047	-0.073	-0.069	0.153
236.0	36.0	72.0	-2130.329	2.013	0.045	0.025	0.056	-0.064	-0.077	0.146
236.0	36.0	80.0	-2127.403	1.938	0.042	0.006	0.03	-0.043	-0.026	0.071
236.0	36.0	88.0	-2125.337	1.937	0.045	0.012	0.026	-0.047	-0.027	0.069
236.0	36.0	96.0	-2121.369	1.899	0.056	0.015	0.035	-0.055	-0.034	0.077
236.0	36.0	104.0	-2111.141	2.587	0.039	0.007	0.016	-0.024	-0.01	0.018
236.0	36.0	112.0	-2113.487	2.626	0.027	0.002	0.014	-0.014	-0.006	0.011
236.0	36.0	120.0	-2115.74	2.689	0.037	0.004	0.015	-0.013	-0.006	0.008
236.0	36.0	128.0	-2118.003	2.885	0.052	0.006	0.016	-0.015	-0.007	0.008
236.0	36.0	136.0	-2119.879	2.756	0.064	0.009	0.017	-0.018	-0.008	0.008
236.0	36.0	144.0	-2121.079	2.694	0.072	0.012	0.018	-0.02	-0.009	0.009
236.0	36.0	152.0	-2121.218	2.711	0.069	0.012	0.018	-0.019	-0.01	0.009
236.0	36.0	160.0	-2119.894	2.712	0.058	0.012	0.017	-0.017	-0.01	0.009
236.0	36.0	168.0	-2116.631	1.615	0.046	0.005	0.018	-0.02	-0.006	0.013
236.0	36.0	176.0	-2112.314	0.956	0.049	0.001	0.005	-0.02	-0.001	0.009
236.0	36.0	184.0	-2108.013	0.969	0.046	-0.0	0.003	-0.019	0.0	0.008
236.0	36.0	192.0	-2104.277	1.064	0.042	-0.001	0.002	-0.017	0.0	0.007
236.0	36.0	200.0	-2103.951	1.021	0.076	0.004	0.028	-0.045	-0.011	0.031
240.0	36.0	0.0	-2095.997	1.514	0.036	0.026	0.063	-0.058	-0.081	0.16
240.0	36.0	8.0	-2103.929	1.492	0.045	0.042	0.092	-0.076	-0.118	0.224
240.0	36.0	16.0	-2108.15	1.339	0.087	0.064	0.114	-0.146	-0.113	0.314
240.0	36.0	24.0	-2109.224	1.662	0.054	0.007	0.082	-0.078	-0.09	0.231
240.0	36.0	32.0	-2119.121	1.763	0.106	-0.076	0.105	-0.044	-0.006	0.071
240.0	36.0	40.0	-2125.204	1.986	0.082	-0.007	0.117	-0.126	-0.038	0.232
240.0	36.0	48.0	-2127.76	1.928	0.058	0.006	0.038	-0.067	-0.043	0.141
240.0	36.0	56.0	-2130.138	1.992	0.047	0.015	0.041	-0.057	-0.049	0.119
240.0	36.0	64.0	-2131.86	2.117	0.048	0.03	0.048	-0.077	-0.071	0.16
240.0	36.0	72.0	-2131.006	2.072	0.045	0.026	0.052	-0.066	-0.075	0.151
240.0	36.0	80.0	-2129.1687	2.0088	0.046	0.009	0.028	-0.051	-0.03	0.085
240.0	36.0	88.0	-2127.443	1.861	0.051	0.015	0.026	-0.052	-0.03	0.075
240.0	36.0	96.0	-2123.831	1.899	0.05	0.011	0.034	-0.049	-0.034	0.078
240.0	36.0	104.0	-2119.525	1.521	0.066	0.031	0.038	-0.067	-0.045	0.084
240.0	36.0	112.0	-2113.951	2.691	0.029	-0.002	0.016	-0.014	-0.005	0.01
240.0	36.0	120.0	-2116.168	2.652	0.028	0.003	0.015	-0.012	-0.006	0.008
240.0	36.0	128.0	-2118.391	2.841	0.039	0.005	0.015	-0.013	-0.007	0.008
