Q20	Q30	Q40	EHFB	E0	M_22	M_32	M_33	M_42	M_43	M_44
72.0	4.0	112.0	-2062.906	2.151	0.058	-0.012	0.007	-0.045	0.009	0.036
72.0	4.0	120.0	-2068.526	1.393	0.044	-0.001	0.004	-0.029	-0.0	0.021
72.0	4.0	128.0	-2064.995	1.273	0.145	-0.001	0.003	-0.099	0.0	0.068
72.0	4.0	136.0	-2060.973	1.095	0.13	-0.001	0.003	-0.088	0.0	0.061
72.0	4.0	144.0	-2055.203	4.799	0.076	0.003	0.005	-0.06	-0.002	0.05
72.0	4.0	152.0	-2054.477	1.248	0.372	-0.004	0.002	-0.26	0.003	0.182
72.0	4.0	160.0	-2055.114	3.238	0.062	0.001	0.003	-0.047	0.0	0.036
72.0	4.0	168.0	-2054.826	2.982	0.088	-0.003	0.003	-0.064	0.003	0.047
72.0	4.0	176.0	-2057.644	3.426	0.188	-0.007	0.012	-0.145	0.009	0.114
72.0	4.0	184.0	-2057.82	3.402	0.162	-0.004	0.01	-0.121	0.006	0.093
72.0	4.0	192.0	-2057.393	3.058	0.074	0.0	0.01	-0.053	0.003	0.04
72.0	4.0	200.0	-2057.146	2.991	0.093	-0.001	0.01	-0.066	0.003	0.049
76.0	4.0	0.0	-2109.205	2.273	0.077	-0.011	0.064	-0.107	-0.013	0.554
76.0	4.0	8.0	-2117.568	1.799	0.137	-0.001	0.058	-0.248	-0.027	0.79
76.0	4.0	16.0	-2107.556	1.572	0.09	0.009	0.052	-0.061	-0.028	0.053
76.0	4.0	24.0	-2098.538	1.58	0.114	-0.011	0.059	-0.066	-0.019	0.051
76.0	4.0	32.0	-2091.014	1.529	0.098	-0.016	0.062	-0.055	-0.017	0.043
76.0	4.0	40.0	-2086.403	1.667	0.071	0.002	0.068	-0.047	-0.031	0.045
76.0	4.0	48.0	-2084.642	3.554	0.062	0.061	0.134	-0.064	-0.091	0.082
76.0	4.0	56.0	-2081.751	3.113	0.052	0.05	0.15	-0.03	-0.055	0.026
76.0	4.0	64.0	-2075.397	1.937	0.113	0.039	0.029	-0.055	-0.014	0.03
76.0	4.0	72.0	-2077.776	4.017	0.156	-0.027	0.027	-0.058	0.011	0.023
76.0	4.0	80.0	-2079.74	3.687	0.181	-0.03	0.03	-0.066	0.012	0.025
76.0	4.0	88.0	-2080.582	3.565	0.229	-0.05	0.05	-0.085	0.021	0.033
76.0	4.0	96.0	-2080.534	2.737	0.238	-0.095	0.048	-0.114	0.045	0.056
76.0	4.0	104.0	-2079.13	1.232	0.127	-0.035	0.035	-0.067	0.009	0.041
76.0	4.0	112.0	-2075.206	1.125	0.105	-0.003	0.009	-0.068	-0.001	0.046
76.0	4.0	120.0	-2071.111	1.268	0.093	-0.001	0.005	-0.061	0.0	0.041
76.0	4.0	128.0	-2067.475	1.333	0.046	0.0	0.003	-0.03	0.0	0.02
76.0	4.0	136.0	-2064.946	1.249	0.15	-0.001	0.003	-0.099	0.0	0.066
76.0	4.0	144.0	-2061.962	1.166	0.117	-0.001	0.002	-0.077	0.0	0.051
76.0	4.0	152.0	-2057.804	1.278	0.098	-0.001	0.002	-0.065	0.0	0.044
76.0	4.0	160.0	-2055.807	1.205	0.332	-0.004	0.002	-0.225	0.003	0.153
76.0	4.0	168.0	-2056.477	3.147	0.09	-0.003	0.003	-0.065	0.003	0.048
76.0	4.0	176.0	-2056.252	3.086	0.095	-0.004	0.003	-0.067	0.003	0.048
76.0	4.0	184.0	-2056.182	2.841	0.094	0.005	0.005	-0.068	-0.003	0.05
76.0	4.0	192.0	-2059.051	3.421	0.155	-0.004	0.01	-0.114	0.006	0.086
76.0	4.0	200.0	-2058.953	3.429	0.092	0.001	0.009	-0.065	0.002	0.048
80.0	4.0	0.0	-2109.641	2.274	0.076	-0.012	0.062	-0.09	-0.025	0.476
80.0	4.0	8.0	-2119.204	1.737	0.144	-0.003	0.058	-0.254	-0.052	0.875
80.0	4.0	16.0	-2109.835	1.334	0.125	0.022	0.069	-0.089	-0.044	0.078
80.0	4.0	24.0	-2101.358	1.677	0.071	-0.012	0.05	-0.039	-0.015	0.031
80.0	4.0	32.0	-2093.2519	1.5173	0.081	-0.002	0.061	-0.05	-0.026	0.044
80.0	4.0	40.0	-2087.7402	0.6561	0.052	-0.012	0.03	-0.028	-0.005	0.02
80.0	4.0	48.0	-2084.535	3.405	0.056	0.042	0.102	-0.053	-0.067	0.065
80.0	4.0	56.0	-2082.428	3.229	0.054	0.072	0.164	-0.037	-0.066	0.031
80.0	4.0	64.0	-2076.882	1.479	0.034	0.022	0.059	-0.03	-0.03	0.036
80.0	4.0	72.0	-2072.596	2.122	0.144	0.063	0.036	-0.063	-0.025	0.029
80.0	4.0	80.0	-2077.865	4.181	0.138	-0.028	0.028	-0.049	0.011	0.019
80.0	4.0	88.0	-2079.253	3.744	0.17	-0.037	0.039	-0.06	0.016	0.023
80.0	4.0	96.0	-2078.906	2.181	0.215	-0.095	0.056	-0.097	0.042	0.046
80.0	4.0	104.0	-2078.402	1.071	0.23	-0.04	0.042	-0.134	0.009	0.086
80.0	4.0	112.0	-2076.065	1.012	0.124	-0.003	0.009	-0.079	-0.001	0.053
80.0	4.0	120.0	-2072.083	1.207	0.111	-0.001	0.005	-0.072	0.0	0.047
80.0	4.0	128.0	-2068.311	1.321	0.087	-0.001	0.004	-0.056	-0.0	0.037
80.0	4.0	136.0	-2065.054	1.336	0.053	0.0	0.003	-0.035	0.0	0.023
80.0	4.0	144.0	-2059.505	3.836	0.117	-0.017	0.006	-0.086	0.013	0.064
80.0	4.0	152.0	-2060.246	1.132	0.09	-0.001	0.002	-0.059	0.0	0.039
80.0	4.0	160.0	-2056.841	1.295	0.087	-0.001	0.002	-0.058	0.001	0.039
80.0	4.0	168.0	-2057.781	0.76	0.098	0.006	0.027	-0.075	-0.004	0.063
80.0	4.0	176.0	-2056.804	2.607	0.1	-0.003	0.01	-0.075	0.005	0.058
80.0	4.0	184.0	-2057.331	5.324	0.062	0.003	0.004	-0.044	-0.002	0.032
80.0	4.0	192.0	-2056.992	2.969	0.119	0.005	0.005	-0.084	-0.003	0.061
80.0	4.0	200.0	-2060.086	3.449	0.166	-0.005	0.01	-0.119	0.006	0.088
84.0	4.0	0.0	-2109.605	2.27	0.076	-0.014	0.067	-0.08	-0.028	0.445
84.0	4.0	8.0	-2120.119	1.639	0.147	0.0	0.058	-0.262	-0.071	0.945
84.0	4.0	16.0	-2111.715	1.307	0.12	0.003	0.082	-0.078	-0.038	0.068
84.0	4.0	24.0	-2103.845	1.535	0.156	0.039	0.071	-0.114	-0.056	0.096
84.0	4.0	32.0	-2096.089	1.582	0.068	0.012	0.055	-0.047	-0.032	0.044
84.0	4.0	40.0	-2089.9111	0.5046	0.014	-0.014	0.0	-0.004	0.01	-0.002
84.0	4.0	48.0	-2084.827	3.192	0.064	0.016	0.069	-0.048	-0.039	0.049
84.0	4.0	56.0	-2082.72	3.385	0.066	0.093	0.205	-0.047	-0.087	0.041
84.0	4.0	64.0	-2078.107	2.491	0.04	0.041	0.099	-0.021	-0.035	0.019
84.0	4.0	72.0	-2072.61	2.116	0.11	0.049	0.031	-0.047	-0.018	0.022
84.0	4.0	80.0	-2075.442	4.096	0.083	-0.014	0.021	-0.029	0.006	0.011
84.0	4.0	88.0	-2077.391	4.164	0.115	-0.027	0.031	-0.04	0.011	0.015
84.0	4.0	96.0	-2077.684	2.183	0.149	-0.069	0.057	-0.062	0.033	0.029
84.0	4.0	104.0	-2076.789	1.158	0.207	-0.046	0.045	-0.115	0.011	0.072
84.0	4.0	112.0	-2075.827	0.994	0.261	-0.005	0.008	-0.168	0.001	0.11
84.0	4.0	120.0	-2073.112	1.031	0.13	-0.001	0.005	-0.083	0.0	0.055
84.0	4.0	128.0	-2069.179	1.278	0.107	-0.001	0.004	-0.069	0.0	0.045
84.0	4.0	136.0	-2065.776	1.372	0.093	-0.001	0.003	-0.06	0.0	0.039
84.0	4.0	144.0	-2060.339	1.38	0.057	-0.007	0.004	-0.04	0.005	0.029
84.0	4.0	152.0	-2061.618	1.235	0.102	-0.001	0.002	-0.067	0.0	0.044
84.0	4.0	160.0	-2057.943	3.812	0.29	-0.032	0.006	-0.206	0.023	0.146
84.0	4.0	168.0	-2058.344	3.486	0.031	0.004	0.01	-0.021	0.0	0.017
84.0	4.0	176.0	-2058.954	5.27	0.02	0.0	0.004	-0.013	0.0	0.01
84.0	4.0	184.0	-2058.576	5.254	0.048	0.001	0.003	-0.034	-0.001	0.025
84.0	4.0	192.0	-2060.261	0.752	0.099	0.003	0.015	-0.073	-0.003	0.058
84.0	4.0	200.0	-2060.759	0.874	0.134	-0.003	0.013	-0.095	0.006	0.07
88.0	4.0	0.0	-2109.06	2.272	0.078	-0.016	0.077	-0.076	-0.032	0.447
88.0	4.0	8.0	-2120.248	1.633	0.151	-0.003	0.059	-0.284	-0.055	1.007
88.0	4.0	16.0	-2113.583	1.324	0.154	-0.004	0.059	-0.093	-0.023	0.071
88.0	4.0	24.0	-2106.609	1.359	0.243	0.078	0.099	-0.179	-0.09	0.147
88.0	4.0	32.0	-2099.2963	1.6874	0.107	0.02	0.043	-0.072	-0.03	0.057
88.0	4.0	40.0	-2092.5533	0.8758	-0.017	-0.01	-0.015	0.013	0.014	-0.013
88.0	4.0	48.0	-2086.2001	2.4519	0.085	0.001	0.052	-0.053	-0.023	0.043
88.0	4.0	56.0	-2083.032	3.439	0.056	0.043	0.111	-0.047	-0.06	0.053
88.0	4.0	64.0	-2080.641	3.268	0.045	0.051	0.124	-0.026	-0.046	0.022
88.0	4.0	72.0	-2074.4455	2.6869	0.078	0.027	0.057	-0.031	-0.018	0.018
88.0	4.0	80.0	-2072.276	2.466	0.106	0.044	0.025	-0.044	-0.017	0.02
88.0	4.0	88.0	-2075.475	4.244	0.095	-0.015	0.02	-0.031	0.006	0.011
88.0	4.0	96.0	-2077.271	4.231	0.09	-0.018	0.023	-0.03	0.007	0.01
88.0	4.0	104.0	-2077.775	3.894	0.131	-0.037	0.043	-0.044	0.015	0.016
88.0	4.0	112.0	-2076.568	1.213	0.157	-0.035	0.036	-0.085	0.007	0.053
88.0	4.0	120.0	-2075.661	1.026	0.278	-0.006	0.007	-0.176	0.002	0.113
88.0	4.0	128.0	-2063.253	3.092	0.149	-0.032	0.011	-0.11	0.024	0.082
88.0	4.0	136.0	-2069.607	1.233	0.085	-0.001	0.003	-0.053	-0.0	0.034
88.0	4.0	144.0	-2065.958	1.44	0.138	-0.001	0.002	-0.087	0.0	0.056
88.0	4.0	152.0	-2061.081	3.519	0.057	-0.007	0.004	-0.04	0.006	0.029
88.0	4.0	160.0	-2060.299	3.862	0.103	-0.013	0.005	-0.072	0.01	0.052
88.0	4.0	168.0	-2058.876	3.85	0.218	-0.023	0.005	-0.151	0.016	0.106
88.0	4.0	176.0	-2057.074	1.423	0.241	-0.019	0.003	-0.165	0.013	0.113
88.0	4.0	184.0	-2055.618	3.653	0.071	-0.004	0.002	-0.048	0.003	0.033
88.0	4.0	192.0	-2059.803	5.293	0.047	0.001	0.003	-0.032	-0.001	0.023
88.0	4.0	200.0	-2059.124	5.466	0.055	0.001	0.003	-0.038	-0.001	0.026
92.0	4.0	0.0	-2108.06	2.224	0.08	-0.017	0.09	-0.077	-0.045	0.471
92.0	4.0	8.0	-2119.919	1.672	0.179	-0.009	0.068	-0.362	-0.016	1.154
92.0	4.0	16.0	-2115.813	0.933	0.09	-0.001	0.096	-0.067	0.022	0.104
92.0	4.0	24.0	-2108.9146	1.0757	0.257	0.086	0.11	-0.18	-0.08	0.079
92.0	4.0	32.0	-2102.006	1.704	0.234	0.069	0.063	-0.168	-0.067	0.129
92.0	4.0	40.0	-2095.3044	1.4328	-0.014	-0.004	-0.006	0.009	0.006	-0.007
92.0	4.0	48.0	-2088.421	1.729	0.087	0.006	0.045	-0.055	-0.023	0.043
92.0	4.0	56.0	-2083.853	3.303	0.058	0.004	0.066	-0.037	-0.03	0.036
92.0	4.0	64.0	-2081.017	3.486	0.059	0.06	0.16	-0.033	-0.063	0.029
92.0	4.0	72.0	-2076.2951	3.0755	0.058	0.029	0.099	-0.024	-0.033	0.02
92.0	4.0	80.0	-2072.687	2.488	0.077	0.026	0.014	-0.035	-0.01	0.017
92.0	4.0	88.0	-2067.126	4.734	0.182	-0.125	0.093	-0.107	0.074	0.064
92.0	4.0	96.0	-2075.044	4.2	0.128	-0.019	0.025	-0.039	0.007	0.013
92.0	4.0	104.0	-2075.912	4.074	0.096	-0.017	0.029	-0.029	0.007	0.01
92.0	4.0	112.0	-2075.142	1.115	0.101	-0.005	0.014	-0.061	0.0	0.04
92.0	4.0	120.0	-2074.235	1.148	0.156	-0.006	0.01	-0.097	0.0	0.062
92.0	4.0	128.0	-2073.153	1.056	0.324	-0.003	0.004	-0.204	0.001	0.13
92.0	4.0	136.0	-2070.643	1.108	0.154	-0.001	0.003	-0.097	0.0	0.061
92.0	4.0	144.0	-2062.42	3.383	0.06	-0.01	0.005	-0.042	0.008	0.031
92.0	4.0	152.0	-2063.724	1.491	0.149	-0.001	0.002	-0.094	0.0	0.06
92.0	4.0	160.0	-2061.006	3.462	0.054	-0.006	0.003	-0.037	0.005	0.026
92.0	4.0	168.0	-2060.537	3.895	0.105	-0.011	0.004	-0.073	0.009	0.051
92.0	4.0	176.0	-2059.161	3.859	0.155	-0.014	0.004	-0.106	0.01	0.073
92.0	4.0	184.0	-2057.466	1.29	0.189	-0.006	0.002	-0.125	0.004	0.083
92.0	4.0	192.0	-2056.046	3.664	0.066	-0.003	0.002	-0.044	0.002	0.03
92.0	4.0	200.0	-2060.803	5.335	0.042	0.001	0.003	-0.028	-0.001	0.02
96.0	4.0	0.0	-2106.703	2.145	0.08	-0.017	0.102	-0.082	-0.06	0.5
96.0	4.0	8.0	-2119.301	1.608	0.156	-0.003	0.061	-0.31	-0.009	0.959
96.0	4.0	16.0	-2117.918	1.771	0.091	0.005	0.04	-0.098	-0.016	0.605
96.0	4.0	24.0	-2110.7065	0.7615	0.218	0.071	0.105	-0.138	-0.039	-0.055
96.0	4.0	32.0	-2103.483	1.561	0.375	0.151	0.119	-0.287	-0.141	0.231
96.0	4.0	40.0	-2097.802	1.839	0.049	-0.001	0.032	-0.029	-0.013	0.023
96.0	4.0	48.0	-2091.065	1.615	0.062	0.024	0.04	-0.047	-0.031	0.042
96.0	4.0	56.0	-2085.52	1.738	0.064	-0.003	0.057	-0.036	-0.022	0.032
96.0	4.0	64.0	-2081.673	3.419	0.068	0.044	0.136	-0.032	-0.054	0.028
96.0	4.0	72.0	-2077.872	3.216	0.055	0.04	0.12	-0.025	-0.045	0.022
96.0	4.0	80.0	-2073.317	2.485	0.072	0.024	0.013	-0.032	-0.009	0.015
96.0	4.0	88.0	-2072.51	4.364	0.072	0.001	0.016	-0.023	-0.001	0.008
96.0	4.0	96.0	-2073.522	4.38	0.125	-0.009	0.017	-0.036	0.003	0.011
96.0	4.0	104.0	-2074.157	4.031	0.154	-0.021	0.031	-0.044	0.008	0.014
96.0	4.0	112.0	-2067.602	2.079	0.128	-0.039	0.026	-0.091	0.023	0.068
96.0	4.0	120.0	-2072.941	1.091	0.109	-0.002	0.008	-0.067	0.0	0.042
96.0	4.0	128.0	-2072.697	1.104	0.143	-0.002	0.004	-0.088	0.0	0.056
96.0	4.0	136.0	-2071.743	1.007	0.343	-0.002	0.004	-0.212	0.001	0.131
96.0	4.0	144.0	-2069.493	1.061	0.145	-0.001	0.003	-0.089	0.0	0.055
96.0	4.0	152.0	-2066.365	1.199	0.076	-0.0	0.002	-0.046	0.0	0.029
96.0	4.0	160.0	-2062.492	3.662	0.061	-0.009	0.004	-0.042	0.007	0.029
96.0	4.0	168.0	-2061.718	3.676	0.061	-0.008	0.003	-0.041	0.006	0.028
96.0	4.0	176.0	-2060.472	3.062	0.076	0.0	0.012	-0.056	0.003	0.044
96.0	4.0	184.0	-2060.169	3.853	0.078	-0.007	0.003	-0.052	0.005	0.035
96.0	4.0	192.0	-2058.364	3.649	0.121	-0.009	0.003	-0.08	0.007	0.053
96.0	4.0	200.0	-2061.637	3.002	0.032	0.003	0.009	-0.02	0.001	0.014
100.0	4.0	0.0	-2105.144	2.082	0.081	-0.013	0.104	-0.091	-0.065	0.503
100.0	4.0	8.0	-2118.427	1.637	0.115	0.005	0.053	-0.211	-0.012	0.67
100.0	4.0	16.0	-2119.123	1.766	0.105	0.003	0.035	-0.153	-0.017	0.749
100.0	4.0	24.0	-2112.2398	0.5662	0.156	0.044	0.09	-0.083	0.007	-0.165
100.0	4.0	32.0	-2104.271	1.468	0.23	0.092	0.103	-0.175	-0.099	0.147
100.0	4.0	40.0	-2099.75	1.867	0.17	0.003	0.091	-0.101	-0.041	0.077
100.0	4.0	48.0	-2093.866	1.713	0.09	-0.021	0.046	-0.043	-0.007	0.029
100.0	4.0	56.0	-2088.0686	0.9872	0.144	-0.048	0.058	-0.061	0.003	0.036
100.0	4.0	64.0	-2083.372	3.589	0.053	0.003	0.057	-0.031	-0.022	0.028
100.0	4.0	72.0	-2079.271	3.298	0.062	0.044	0.102	-0.03	-0.041	0.022
100.0	4.0	80.0	-2061.631	3.695	0.107	-0.072	0.057	-0.067	0.045	0.044
100.0	4.0	88.0	-2064.778	4.189	0.097	-0.061	0.047	-0.062	0.04	0.041
100.0	4.0	96.0	-2067.196	5.05	0.132	-0.086	0.063	-0.078	0.051	0.047
100.0	4.0	104.0	-2068.511	4.891	0.209	-0.135	0.094	-0.118	0.076	0.067
100.0	4.0	112.0	-2068.244	1.509	0.064	-0.021	0.021	-0.044	0.01	0.034
100.0	4.0	120.0	-2066.866	2.288	0.122	-0.031	0.014	-0.087	0.022	0.063
100.0	4.0	128.0	-2071.393	1.175	0.223	-0.003	0.006	-0.137	0.001	0.085
100.0	4.0	136.0	-2070.974	1.137	0.128	-0.001	0.003	-0.079	0.0	0.049
100.0	4.0	144.0	-2069.866	1.058	0.355	-0.002	0.003	-0.217	0.001	0.134
100.0	4.0	152.0	-2067.622	1.132	0.141	-0.001	0.002	-0.086	0.0	0.053
100.0	4.0	160.0	-2064.676	1.247	0.068	0.0	0.002	-0.041	0.0	0.025
100.0	4.0	168.0	-2062.691	3.739	0.061	-0.008	0.004	-0.041	0.006	0.029
100.0	4.0	176.0	-2062.111	3.683	0.055	-0.006	0.003	-0.037	0.005	0.025
100.0	4.0	184.0	-2061.804	3.916	0.097	-0.009	0.004	-0.065	0.007	0.044
100.0	4.0	192.0	-2060.863	3.841	0.087	-0.007	0.003	-0.057	0.005	0.038
100.0	4.0	200.0	-2059.131	3.659	0.069	-0.005	0.002	-0.045	0.003	0.029
104.0	4.0	0.0	-2103.544	2.004	0.08	-0.009	0.098	-0.097	-0.059	0.471
104.0	4.0	8.0	-2117.136	1.772	0.096	0.013	0.048	-0.153	-0.019	0.5
104.0	4.0	16.0	-2119.65	1.872	0.111	0.006	0.035	-0.183	-0.028	0.762
104.0	4.0	24.0	-2113.7696	0.6395	0.105	0.016	0.068	-0.046	0.035	-0.161
104.0	4.0	32.0	-2105.3941	1.4972	0.128	0.021	0.073	-0.082	-0.041	0.065
104.0	4.0	40.0	-2101.1536	1.6991	0.263	0.03	0.112	-0.168	-0.066	0.128
104.0	4.0	48.0	-2096.6629	1.8316	0.172	-0.144	0.103	-0.035	0.038	0.005
104.0	4.0	56.0	-2091.0579	1.2016	0.244	-0.105	0.069	-0.091	0.03	0.04
104.0	4.0	64.0	-2085.931	1.151	0.058	0.0	0.002	-0.033	0.0	0.019
104.0	4.0	72.0	-2081.579	3.565	0.055	0.022	0.074	-0.028	-0.022	0.024
104.0	4.0	80.0	-2076.995	1.321	0.068	-0.001	0.002	-0.039	0.001	0.022
104.0	4.0	88.0	-2074.385	2.799	0.076	0.003	0.007	-0.042	0.001	0.024
104.0	4.0	96.0	-2066.092	2.818	0.127	-0.091	0.089	-0.075	0.06	0.048
104.0	4.0	104.0	-2073.342	4.396	0.09	0.002	0.016	-0.027	0.0	0.009
104.0	4.0	112.0	-2069.11	5.025	0.215	-0.138	0.095	-0.117	0.076	0.065
104.0	4.0	120.0	-2068.903	2.87	0.062	-0.02	0.02	-0.041	0.009	0.031
104.0	4.0	128.0	-2067.445	2.344	0.145	-0.036	0.014	-0.101	0.024	0.072
104.0	4.0	136.0	-2070.577	1.192	0.249	-0.005	0.006	-0.149	0.001	0.091
104.0	4.0	144.0	-2070.269	1.183	0.097	-0.001	0.003	-0.059	0.0	0.036
104.0	4.0	152.0	-2069.378	1.123	0.333	-0.002	0.002	-0.201	0.001	0.122
104.0	4.0	160.0	-2067.398	1.151	0.187	-0.001	0.002	-0.112	0.0	0.067
104.0	4.0	168.0	-2064.738	1.264	0.083	0.0	0.002	-0.05	0.0	0.03
104.0	4.0	176.0	-2062.198	1.495	0.106	-0.001	0.001	-0.064	0.0	0.039
104.0	4.0	184.0	-2062.81	3.732	0.05	-0.005	0.003	-0.033	0.004	0.022
104.0	4.0	192.0	-2062.621	3.894	0.096	-0.009	0.003	-0.063	0.006	0.042
104.0	4.0	200.0	-2061.833	3.881	0.095	-0.008	0.003	-0.061	0.005	0.04
108.0	4.0	0.0	-2101.999	1.931	0.077	-0.005	0.088	-0.095	-0.05	0.427
108.0	4.0	8.0	-2115.44	1.756	0.082	0.015	0.051	-0.112	-0.021	0.391
108.0	4.0	16.0	-2119.695	1.892	0.1	0.007	0.035	-0.169	-0.032	0.714
108.0	4.0	24.0	-2115.551	1.131	0.095	-0.003	0.046	-0.057	0.02	0.049
108.0	4.0	32.0	-2106.9866	1.5773	0.123	-0.018	0.051	-0.06	-0.004	0.033
108.0	4.0	40.0	-2102.2268	1.5131	0.319	0.071	0.1	-0.217	-0.084	0.164
108.0	4.0	48.0	-2099.011	1.775	0.246	-0.17	0.169	-0.065	0.023	0.027
108.0	4.0	56.0	-2093.938	1.699	0.267	-0.12	0.091	-0.097	0.029	0.043
108.0	4.0	64.0	-2087.871	1.207	0.085	0.001	0.005	-0.048	-0.002	0.028
108.0	4.0	72.0	-2084.2428	2.0351	0.08	0.0	0.023	-0.042	-0.001	0.027
108.0	4.0	80.0	-2060.555	3.271	0.166	-0.054	0.041	-0.081	0.033	0.044
108.0	4.0	88.0	-2063.167	3.449	0.134	-0.04	0.032	-0.064	0.024	0.033
108.0	4.0	96.0	-2065.686	3.141	0.079	-0.02	0.033	-0.036	0.017	0.02
108.0	4.0	104.0	-2073.891	4.293	0.089	0.033	0.025	-0.036	-0.013	0.016
108.0	4.0	112.0	-2068.486	4.776	0.079	-0.049	0.038	-0.044	0.028	0.026
108.0	4.0	120.0	-2069.033	3.168	0.146	-0.051	0.036	-0.098	0.028	0.071
108.0	4.0	128.0	-2068.59	2.855	0.068	-0.017	0.01	-0.047	0.011	0.033
108.0	4.0	136.0	-2067.046	2.185	0.145	-0.033	0.011	-0.1	0.022	0.07
108.0	4.0	144.0	-2069.126	1.226	0.327	-0.005	0.003	-0.197	0.002	0.12
108.0	4.0	152.0	-2068.984	1.196	0.117	-0.001	0.002	-0.071	0.001	0.043
108.0	4.0	160.0	-2068.074	1.139	0.331	-0.002	0.002	-0.198	0.001	0.119
108.0	4.0	168.0	-2062.777	3.319	0.051	-0.007	0.004	-0.034	0.006	0.023
108.0	4.0	176.0	-2063.649	1.3	0.079	-0.0	0.001	-0.047	0.0	0.028
108.0	4.0	184.0	-2063.632	0.992	0.083	-0.011	0.011	-0.056	0.011	0.039
108.0	4.0	192.0	-2063.314	3.707	0.044	-0.004	0.003	-0.029	0.003	0.019
108.0	4.0	200.0	-2063.252	3.906	0.096	-0.007	0.003	-0.062	0.006	0.041
112.0	4.0	0.0	-2100.508	1.889	0.074	-0.002	0.081	-0.09	-0.048	0.398
112.0	4.0	8.0	-2113.647	1.711	0.076	0.015	0.06	-0.087	-0.026	0.339
112.0	4.0	16.0	-2119.316	1.835	0.112	0.01	0.035	-0.204	-0.038	0.785
112.0	4.0	24.0	-2117.63	1.882	0.123	-0.006	0.03	-0.113	-0.03	0.393
112.0	4.0	32.0	-2108.9331	1.6129	0.146	-0.028	0.038	-0.068	0.008	0.031
112.0	4.0	40.0	-2103.219	1.458	0.353	0.105	0.082	-0.243	-0.094	0.177
112.0	4.0	48.0	-2100.5567	1.4529	0.258	0.02	0.191	-0.152	-0.092	0.125
112.0	4.0	56.0	-2096.294	1.906	0.172	-0.062	0.117	-0.069	-0.015	0.045
112.0	4.0	64.0	-2090.5934	1.6786	0.127	-0.022	0.028	-0.061	0.002	0.034
112.0	4.0	72.0	-2086.61	1.311	0.103	-0.001	0.002	-0.058	0.0	0.033
112.0	4.0	80.0	-2082.919	1.248	0.209	-0.002	0.002	-0.116	0.001	0.065
112.0	4.0	88.0	-2079.379	2.028	0.138	-0.002	0.003	-0.077	0.002	0.044
112.0	4.0	96.0	-2076.819	3.12	0.087	0.001	0.003	-0.048	0.001	0.027
112.0	4.0	104.0	-2075.019	2.978	0.087	0.036	0.019	-0.034	-0.013	0.014
112.0	4.0	112.0	-2074.416	4.272	0.078	0.022	0.024	-0.03	-0.01	0.014
112.0	4.0	120.0	-2068.264	2.963	0.072	-0.042	0.055	-0.04	0.011	0.03
112.0	4.0	128.0	-2068.642	3.196	0.162	-0.043	0.018	-0.113	0.03	0.081
112.0	4.0	136.0	-2067.966	2.932	0.069	-0.016	0.008	-0.047	0.011	0.033
112.0	4.0	144.0	-2066.216	2.186	0.138	-0.029	0.009	-0.094	0.02	0.064
112.0	4.0	152.0	-2064.492	1.402	0.212	-0.041	0.011	-0.142	0.028	0.096
112.0	4.0	160.0	-2062.299	3.974	0.012	0.004	0.011	-0.006	-0.0	0.005
112.0	4.0	168.0	-2066.449	1.104	0.347	-0.002	0.002	-0.207	0.001	0.124
112.0	4.0	176.0	-2064.452	1.178	0.124	-0.001	0.002	-0.073	0.0	0.044
112.0	4.0	184.0	-2063.315	1.635	0.043	-0.003	0.004	-0.028	0.003	0.019
112.0	4.0	192.0	-2063.82	3.766	0.06	-0.005	0.004	-0.039	0.004	0.026
112.0	4.0	200.0	-2063.998	3.917	0.076	-0.004	0.003	-0.049	0.003	0.033
116.0	4.0	0.0	-2099.044	1.86	0.071	-0.001	0.077	-0.087	-0.055	0.395
116.0	4.0	8.0	-2112.065	1.734	0.076	0.017	0.072	-0.088	-0.047	0.375
116.0	4.0	16.0	-2118.512	1.82	0.118	0.013	0.035	-0.221	-0.04	0.761
116.0	4.0	24.0	-2119.288	1.979	0.098	-0.001	0.026	-0.124	-0.026	0.41
116.0	4.0	32.0	-2111.118	1.509	0.126	-0.013	0.034	-0.064	-0.006	0.04
116.0	4.0	40.0	-2103.886	1.542	0.389	0.104	0.07	-0.263	-0.088	0.185
116.0	4.0	48.0	-2101.632	1.332	0.211	0.135	0.16	-0.175	-0.143	0.159
116.0	4.0	56.0	-2098.2692	1.7532	0.098	0.01	0.119	-0.06	-0.057	0.058
116.0	4.0	64.0	-2093.701	1.83	0.142	-0.01	0.055	-0.074	-0.017	0.049
116.0	4.0	72.0	-2088.6	3.229	0.104	0.012	0.037	-0.062	-0.02	0.043
116.0	4.0	80.0	-2090.5655	0.5445	0.197	0.02	-0.009	-0.112	-0.012	0.063
116.0	4.0	88.0	-2082.163	1.295	0.494	-0.007	0.003	-0.275	0.004	0.153
116.0	4.0	96.0	-2079.433	3.136	0.109	0.0	0.003	-0.061	0.001	0.034
116.0	4.0	104.0	-2077.183	3.146	0.09	0.004	0.006	-0.049	0.0	0.027
116.0	4.0	112.0	-2075.836	4.577	0.063	0.022	0.016	-0.026	-0.008	0.012
116.0	4.0	120.0	-2067.822	1.005	0.057	-0.017	0.039	-0.035	0.012	0.029
116.0	4.0	128.0	-2072.938	4.145	0.066	-0.01	0.017	-0.02	0.004	0.007
